num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
605	2	5.86772458	2.988971529	2.583386319	2.099271375	2.170749599	-0.013906035
606	2	5.706895507	2.88634485	2.437954289	2.119410202	2.120614797	-0.113403529
607	2	5.510593819	2.794843016	2.295066237	2.123619446	2.113287837	-0.207701075
608	2	5.202425566	2.752281544	2.153486196	2.122165341	2.147583499	-0.308568049
609	2	4.867978268	2.798481346	2.052092724	2.146408196	2.198750878	-0.40585082
610	2	4.527933345	2.9227194	2.05975957	2.157996908	2.286962778	-0.40032591
611	2	4.557720924	3.107050563	2.170685211	2.146654737	2.314803745	-0.36068248
612	2	4.613400023	3.244127755	2.256280043	2.167113044	2.337799618	-0.318200749
613	2	4.754561952	3.348233409	2.278217936	2.215254364	2.303324473	-0.24231097
614	2	4.711678868	3.404718565	2.22231789	2.226639775	2.229388619	-0.206809671
615	2	4.620488614	3.363726915	2.142621208	2.236317684	2.135219754	-0.204859118
616	2	4.526764616	3.281398024	2.023012417	2.270905594	2.085555508	-0.204839812
617	2	4.444881209	3.197138914	1.880762758	2.270582007	1.940359079	-0.208768885
618	2	5.150412701	3.316117283	1.850112837	2.2590582	1.845003761	-0.237258367
619	2	5.796685045	3.451426063	1.906219183	2.234596445	1.777114121	-0.228836574
620	2	6.199126896	3.618213013	1.932174727	2.216375074	1.728595325	-0.230117981
621	2	6.48024476	3.768932701	1.996367127	2.203736535	1.690805803	-0.236492483
622	2	6.694724061	3.885944221	2.081715862	2.207875064	1.750337254	-0.220405649
623	2	6.645439782	3.774182883	2.04426714	2.195267047	1.738146985	-0.229688682
624	2	6.421286181	3.614631385	1.997315105	2.184397546	1.727659843	-0.223288935
625	2	6.11738273	3.395173888	1.966147033	2.205338088	1.719209914	-0.163114804
626	2	5.682286327	3.120425484	1.890602709	2.249087483	1.685306024	-0.104086871
627	2	4.914382349	2.757788342	1.778021875	2.317167095	1.624158244	-0.079965685
628	3	4.320015422	2.645051086	1.74260034	2.40600588	1.582767161	-0.033249119
629	3	4.205442475	2.563584638	1.67401405	2.52629925	1.526237707	-0.047726531
630	3	4.069435563	2.571871765	1.609141713	2.602318883	1.469801131	-0.101943133
631	3	3.939769944	2.579037126	1.612948138	2.61629896	1.456007933	-0.163606665
632	3	3.916552576	2.6701013	1.666036583	2.577101074	1.520599754	-0.190384808
633	3	4.018723323	2.745674485	1.702536156	2.49035726	1.626931435	-0.200941124
634	3	4.324962056	2.879474828	1.749433945	2.350671198	1.797819118	-0.145124275
635	3	4.809210522	2.964126704	1.877963365	2.222151593	1.981752616	-0.074577758
636	3	5.232812144	3.111384585	1.965460831	2.145804929	2.114364781	-0.001627798
637	3	5.601809255	3.234860423	2.03548835	2.226003802	2.241596117	0.05644249
638	3	5.849440082	3.375179157	2.140975441	2.345338969	2.333606672	0.080031434
639	3	5.995522347	3.456410271	2.241151292	2.458425712	2.374012929	0.083273517
640	3	6.020145285	3.510552898	2.210597238	2.512593387	2.36459889	0.059502332
641	3	5.948081147	3.469735924	2.185559504	2.53614295	2.378699042	0.011719165
642	3	5.70150694	3.362819868	2.128412574	2.419185929	2.312871073	-0.082590411
643	3	5.38507478	3.205707804	2.005225907	2.289801927	2.266820421	-0.170165436
644	3	5.009712722	3.027291074	1.89212711	2.168941262	2.214620039	-0.299402975
645	3	4.695849807	2.930617828	1.888522835	2.12499166	2.195333148	-0.414011785
646	3	4.547065627	2.898370838	1.876242289	2.11536536	2.127862709	-0.50865733
647	3	4.86894559	3.031000379	2.092578064	2.194679282	2.17863446	-0.537490021
648	3	5.191620302	3.223828407	2.337140337	2.229565156	2.227100086	-0.526259716
649	3	5.435733108	3.38233344	2.501368381	2.230387713	2.259223811	-0.45947814
650	3	5.699144845	3.461977722	2.661861472	2.197595036	2.272984687	-0.367469869
651	3	6.018051793	3.576566047	2.803537746	2.177693952	2.318669141	-0.278179015
652	3	6.183651684	3.574643197	2.757936051	2.166489727	2.225212282	-0.216253894
653	3	6.278073719	3.483085015	2.654440828	2.205476327	2.068499701	-0.196150477
654	3	6.351311287	3.395607668	2.5541259	2.287319858	1.915945583	-0.190361021
655	3	6.31028939	3.294125013	2.376335282	2.354706724	1.723820358	-0.230346489
656	3	6.05989001	3.091993344	2.137985729	2.389555846	1.421516524	-0.284210877
657	3	5.798348674	2.994411803	2.068312584	2.382953781	1.283459701	-0.296877095
658	3	5.540240568	3.047428339	2.129661029	2.441948167	1.238412336	-0.227616263
659	3	5.251482857	3.093445144	2.189402795	2.454352282	1.233611024	-0.098725501
660	3	5.117416612	3.178295726	2.269536312	2.468341414	1.385282456	0.040110266
661	3	5.272613758	3.300507942	2.373966108	2.518135026	1.557454159	0.155945024
662	3	5.351564052	3.391060485	2.429021528	2.602881505	1.670852398	0.217675111
663	3	5.299258317	3.360759775	2.341011761	2.544488935	1.752621531	0.194490942
664	3	5.227160293	3.438558224	2.238306494	2.528538764	1.843850901	0.105769963
665	3	5.138661978	3.51580043	2.160936945	2.51506198	1.806065963	-0.010642976
666	3	5.039376083	3.558578197	2.041633971	2.432323829	1.840543879	-0.119140357
667	3	4.951464102	3.591918207	1.959688082	2.298249477	1.92890771	-0.172193125
668	3	4.988160124	3.681673175	2.033592642	2.242481434	2.032832491	-0.135139208
669	3	4.963345797	3.598024558	2.120489451	2.139351461	2.086536443	-0.115063449
670	3	4.913820474	3.467368175	2.167551961	2.06015166	2.182460287	-0.066165901
671	3	4.865246863	3.342659436	2.219633462	2.120066257	2.221208261	-0.023597898
672	3	5.00609018	3.263367185	2.297848552	2.211629309	2.183793044	-0.024704062
673	3	5.345862334	3.22829314	2.336208964	2.311318709	2.15224985	-0.032049608
674	3	5.6310729	3.447277794	2.375778955	2.387675862	2.152768201	0.000209582
675	3	5.870456333	3.651035956	2.417102838	2.419285692	2.14447541	-0.009625791
676	3	6.058625215	3.84308089	2.466920709	2.328339146	2.088697901	-0.046845403
677	3	6.119863032	3.923422048	2.42273101	2.236936623	2.083898463	-0.085070664
678	3	5.974460777	3.935587356	2.377173944	2.123983124	2.036263729	-0.180236406
679	3	5.776607477	3.811330121	2.32656843	2.095050424	2.036349824	-0.262801928
680	3	5.495464704	3.666269279	2.309006823	2.058857312	2.068033363	-0.285910439
681	3	5.097070038	3.432396268	2.279406757	2.145517263	2.134957195	-0.271169764
682	3	4.831127252	3.349197553	2.331462809	2.268701432	2.189234929	-0.229853664
683	3	4.882794028	3.342797033	2.388671207	2.379696802	2.229784951	-0.180781584
684	3	5.032065036	3.430066283	2.431744318	2.404069719	2.177853557	-0.170989988
685	3	5.254731903	3.530331119	2.455000547	2.476337737	2.08822735	-0.182811025
686	3	5.60673611	3.693468853	2.520489377	2.505870643	2.006373456	-0.145775014
687	3	5.923052119	3.733642044	2.552558488	2.483460101	1.925943551	-0.098757788
688	3	6.180208236	3.750454735	2.583771527	2.467064517	1.894100368	-0.029597884
689	3	6.363553441	3.760879289	2.599205809	2.469006115	1.860295865	0.034456469
690	3	6.476835423	3.733082341	2.561322013	2.417733661	1.856643316	0.069372681
691	3	6.4620616	3.606265031	2.440402425	2.362683321	1.934720799	0.023985046
692	3	6.310944515	3.445997175	2.321362465	2.302079691	2.01262089	-0.050037934
693	3	6.315415677	3.350291544	2.202930593	2.265936969	2.078792347	-0.133781176
694	3	6.53261773	3.379688204	2.180638501	2.233409448	2.185642478	-0.184721967
695	3	6.766831778	3.488554955	2.235954916	2.22932915	2.2675328	-0.191116444
696	3	7.033678185	3.671150816	2.361448654	2.270525134	2.226536603	-0.139311645
697	3	7.27173323	3.87134756	2.475961126	2.285383874	2.161215072	-0.088872016
698	3	7.345699571	3.95588193	2.572036075	2.215629729	2.102508369	-0.014308667
699	3	7.262304384	3.935963029	2.569358059	2.161201245	2.008009947	0.015238135
700	3	7.13643111	3.904336655	2.56296449	2.127048677	1.925277355	0.030920187
701	3	6.924346561	3.851886989	2.519822303	2.019275734	1.927515715	0.000766532
702	3	6.63976435	3.783866712	2.475086271	1.955171662	1.936980237	-0.033077553
703	3	6.388119912	3.741555972	2.366768822	1.93630064	1.897845897	-0.127600326
704	3	6.228984959	3.717312642	2.29119143	1.88037818	1.896051777	-0.218547776
705	3	6.025497718	3.644963317	2.210089605	1.77588316	1.851195053	-0.338214814
706	3	5.840500989	3.570181753	2.186165048	1.757107428	1.841458479	-0.359651165
707	3	6.136470587	3.53998337	2.22624383	1.729251975	1.889196978	-0.321813154
708	3	6.501734246	3.744622766	2.349918258	1.735906581	1.951391844	-0.201862326
709	3	6.830897378	4.05940466	2.476186404	1.75873806	1.981567466	-0.056899374
710	3	7.10801746	4.332688351	2.610296521	1.783407295	2.015064498	0.088986852
711	3	7.312125679	4.53070099	2.671204271	1.745095901	1.969087329	0.150069029
712	3	7.268910866	4.676037166	2.634380535	1.713421372	1.842075331	0.171843909
713	3	7.107599821	4.668483405	2.550829583	1.750153019	1.688002423	0.13794761
714	3	6.85065263	4.520877511	2.423072223	1.808084432	1.511897211	0.073223161
715	3	6.444155613	4.294243474	2.187736261	1.903428238	1.351846158	-0.01635594
716	3	5.826786416	4.042768097	1.986916957	2.029291211	1.279236141	-0.074615082
717	3	5.326213407	3.698290619	1.850684368	2.152597433	1.313664405	-0.128028916
718	3	5.287780959	3.664669872	1.777833017	2.154794887	1.389539707	-0.143218167
719	3	5.469154037	3.848653776	1.788038536	2.137397156	1.526252062	-0.132909956
720	3	5.718580781	4.044438276	1.87711802	2.065564506	1.634738057	-0.102108065
721	3	5.88854986	4.168998072	1.909790941	1.927453505	1.759575827	-0.022800401
722	3	6.057986199	4.293469197	1.986184221	1.720323972	1.811401894	0.043241547
723	3	5.991954448	4.187674338	2.063817026	1.576026755	1.851452215	0.093310124
724	3	5.888860268	4.007264156	2.102704425	1.52083283	1.889565571	0.092378345
725	3	5.747653919	3.77686959	2.132632546	1.556499318	1.964810043	0.098586197
726	3	5.929496847	3.638560516	2.272244511	1.67040209	2.07024479	0.036420847
727	3	6.282928523	3.741670762	2.432123001	1.818226501	2.220699927	0.031088413
728	3	6.753726769	4.017850991	2.574321126	1.97898363	2.226803341	0.050550773
729	3	7.107024121	4.315941534	2.733256221	2.039633815	2.343459605	0.145547034
730	3	7.372826982	4.549274118	2.875965464	2.07404771	2.402032401	0.195219918
731	3	7.472440788	4.665025976	2.896093382	2.117631444	2.361119759	0.244033847
732	3	7.456311271	4.59647742	2.836970869	2.129039172	2.259696105	0.218364651
733	3	7.28911928	4.492264597	2.716796963	2.092129394	2.287022949	0.160498648
734	3	7.004775818	4.270808411	2.515679242	2.066839847	2.205071758	0.019706006
735	3	6.59117718	3.99499999	2.245778631	2.075494165	2.15662534	-0.104877875
736	3	6.163750334	3.732489735	2.053407657	2.018965252	2.156176808	-0.210021745
737	3	5.780870615	3.630658682	1.932307674	1.982263599	2.226966716	-0.26535221
738	3	5.714182761	3.557478132	1.92916682	1.943504402	2.256662966	-0.322141545
739	3	5.762662929	3.536033481	1.963630104	1.90720092	2.223232968	-0.325222676
740	3	5.827395138	3.503628807	2.004495097	1.812867381	2.180072829	-0.331847041
741	3	5.777475359	3.395716807	1.996881866	1.758060094	2.164845661	-0.302709613
742	3	5.71187334	3.263615192	1.970070448	1.698100353	2.067472522	-0.270189093
743	3	5.591156119	3.125735564	1.892836768	1.706257098	2.026051069	-0.21236795
744	3	5.529403815	3.083408228	1.87963159	1.801802617	2.036860182	-0.133127368
745	3	5.519931341	3.273106941	1.944770588	1.938635719	2.037396077	-0.029228619
746	3	5.612867626	3.526138492	2.120862705	2.113186066	2.011675288	-0.001206901
747	3	5.768243293	3.794792415	2.325371376	2.25413335	2.020265402	0.012112104
748	3	5.927465055	4.018072326	2.51749582	2.33610181	2.004699965	0.042124924
749	3	6.048470003	4.19472894	2.649204429	2.340830689	1.977992528	0.029458683
750	3	6.080028739	4.186446181	2.714004983	2.291368428	1.994932156	-0.033212873
751	3	6.128641328	4.217581749	2.719142573	2.16681886	2.066315402	-0.041384825
752	3	6.095830163	4.238634755	2.689823998	2.046638236	2.188769971	-0.038361084
753	3	6.091726265	4.278464814	2.681490419	2.003693009	2.288228645	-0.057871862
754	3	6.234989258	4.354833837	2.660708009	2.004493364	2.279867644	-0.039571229
755	3	6.41601836	4.50386328	2.681066457	2.029746222	2.365698402	-0.007264019
756	3	6.509003063	4.536937673	2.680208437	2.071546219	2.380318124	-0.029505543
757	3	6.586277796	4.508323315	2.653992445	2.093152783	2.301848413	-0.064514539
758	3	6.608128568	4.420588369	2.560884811	2.006060303	2.216896747	-0.112773156
759	3	6.459702105	4.272103334	2.548204675	1.980569473	2.222024494	-0.162208554
760	3	6.332734324	4.116780928	2.541468016	2.075593819	2.092203151	-0.209338289
761	3	6.322733585	4.082274623	2.58929974	2.213573482	2.011594084	-0.159406606
762	3	6.394512682	4.189049919	2.676652811	2.35272891	2.041064264	-0.097321236
763	3	6.510619959	4.321050643	2.761747554	2.513109749	2.097162988	-0.032031117
764	3	6.701454669	4.486029255	2.767118625	2.57648627	2.187590464	0.010688281
765	3	6.806110969	4.598558239	2.763030491	2.545014153	2.271887368	0.048686494
766	3	6.882227403	4.706828018	2.774813502	2.477911082	2.356383598	0.060879618
767	3	6.944476321	4.729327682	2.787998997	2.375823734	2.38660523	0.104019502
768	3	7.003280538	4.764259376	2.824338378	2.249713579	2.387810759	0.147505144
769	3	7.017309464	4.699992356	2.866659348	2.173815011	2.337257253	0.155162952
770	3	7.00480321	4.611605722	2.838610356	2.121451721	2.238356274	0.148982269
771	3	6.931801199	4.396256053	2.727127746	2.032475192	2.070413733	0.081014692
772	3	6.805910014	4.203960977	2.573960523	1.953570328	1.977533947	-0.067610451
773	3	6.725897924	4.041854667	2.421828652	1.907155022	1.928141205	-0.178029027
774	3	6.77883162	4.073580861	2.341013762	1.876656891	1.968038752	-0.210915739
775	3	6.87929653	4.163445007	2.390895607	1.861273479	2.055207749	-0.166315416
776	3	6.987729104	4.332879061	2.522921574	1.913335549	2.150096672	-0.084975837
777	3	7.087691842	4.447014797	2.658816637	1.97783463	2.13218382	0.023804585
778	3	7.080424188	4.414877387	2.725348107	1.996264468	2.071821216	0.04053194
779	3	6.944008402	4.319855743	2.685882667	1.982075707	2.00414859	0.020459789
780	3	6.781429216	4.210498267	2.604325243	1.991144095	1.960993599	-0.071346136
781	3	6.632798952	4.098038358	2.519235429	1.960029214	1.967568387	-0.122466562
782	3	6.552770176	4.026529983	2.431338735	1.921594595	2.007388692	-0.166941129
783	3	6.531926992	4.07308978	2.3714708	1.892121062	2.054903659	-0.178359392
784	3	6.64874031	4.128433598	2.40070229	1.862574627	2.020906559	-0.179613691
785	3	6.76990205	4.159242164	2.437898778	1.798066991	1.946895837	-0.149659754
786	3	6.849521664	4.16385032	2.408971665	1.741570946	1.809757248	-0.164269145
787	3	6.838607645	4.117643835	2.356742907	1.699124574	1.698066969	-0.190520705
788	3	6.823196835	4.047590591	2.312906905	1.66640829	1.594723522	-0.219240479
789	3	6.683797991	3.900749163	2.31616023	1.693739557	1.59822147	-0.218517487
790	3	6.455709203	3.752299374	2.339477201	1.773964535	1.633631524	-0.181173029
791	3	6.16589718	3.623821326	2.400799952	1.865471347	1.730494874	-0.142833042
792	3	5.961943724	3.614082136	2.466427381	1.925790803	1.897820797	-0.07576166
793	3	6.242686238	3.652921572	2.529032482	2.023620796	2.048886273	0.025540527
794	3	6.726907304	3.851396248	2.518194862	2.062968005	2.203013158	0.078469973
795	3	7.137433427	4.037361091	2.521828684	2.053567537	2.322572223	0.065777707
796	3	7.494527852	4.232057403	2.541739944	2.054552084	2.408434161	0.066657456
797	3	7.552921219	4.354614982	2.580350903	2.049901727	2.375711326	0.041566703
798	3	7.650875226	4.468609164	2.622668131	1.9590024	2.334546627	-0.03063161
799	3	7.625627995	4.493446235	2.673746699	1.878788521	2.203284145	-0.084401673
800	3	7.513126668	4.475033765	2.671816198	1.840093111	2.040835574	-0.107002006
801	3	7.247666706	4.375133278	2.661333555	1.777773656	1.855326018	-0.15089263
802	3	7.203787229	4.26232735	2.61453327	1.721530555	1.816659404	-0.215186217
803	3	6.890707501	4.150364959	2.576717415	1.745332934	1.775517078	-0.276138657
804	3	6.630539257	4.190599165	2.555823457	1.789257064	1.857734958	-0.349100355
805	3	6.513769421	4.307304101	2.564487156	1.845017714	1.963948992	-0.410452044
806	3	6.556888124	4.507884814	2.574660676	1.951950519	2.083636566	-0.368267798
807	3	6.622887203	4.660292694	2.599962297	2.058922738	2.113078178	-0.288765661
808	3	6.665448934	4.734582779	2.570594697	2.142137283	2.175310301	-0.196749751
809	3	6.653550694	4.700572363	2.514256743	2.192946717	2.18306267	-0.115057693
810	3	6.572548891	4.616937281	2.488552651	2.204911726	2.170913861	-0.038865951
811	3	6.614678962	4.491717282	2.475878593	2.131594511	2.107075637	-0.074508723
812	3	6.775031695	4.373698083	2.543915815	2.087512858	2.072288856	-0.129279024
813	3	6.9580087	4.308604789	2.653407498	2.046382686	1.941709288	-0.187327711
814	3	7.133396974	4.309356634	2.757524915	2.030587493	1.814724697	-0.240867169
815	3	7.246318319	4.320125339	2.806625145	2.061847072	1.705480951	-0.326787208
816	3	7.196518085	4.234755248	2.830572958	2.170599587	1.645900123	-0.351503871
817	3	7.056572702	4.232819016	2.761877737	2.19317127	1.570264404	-0.384228925
818	3	6.928575297	4.232642632	2.679925997	2.21489893	1.578493695	-0.416489147
819	3	6.909894099	4.330506561	2.614109051	2.23041154	1.624794447	-0.42036025
820	3	7.023363306	4.45511348	2.601518603	2.238766962	1.625048203	-0.361714969
821	3	7.245104195	4.612479515	2.640387221	2.20304818	1.603699529	-0.323995178
822	3	7.408057422	4.65437369	2.691775417	2.21224503	1.640258659	-0.240719596
823	3	7.499928507	4.676117241	2.734709648	2.17632979	1.81152667	-0.163488185
824	3	7.488825481	4.585731711	2.76778925	2.131098954	2.011250543	-0.081163566
825	3	7.450150949	4.544256064	2.776236606	2.012613591	2.056012632	-0.030925155
826	3	7.376211264	4.513179247	2.721702432	1.903555694	2.251225443	0.01583634
827	3	7.333470311	4.49196946	2.696999614	1.790129959	2.367975228	0.011787529
828	3	7.302059049	4.469353189	2.631876439	1.726351378	2.331386999	-0.005296827
829	3	7.270334464	4.477602305	2.540532234	1.675758631	2.176437413	-0.095317301
830	3	7.106318587	4.286101447	2.411164928	1.716465957	2.115330509	-0.221625031
831	3	6.883352879	4.057890753	2.30469742	1.771894421	1.893932224	-0.334387039
832	3	6.594981338	3.865347249	2.168571389	1.834279661	1.68352305	-0.416040524
833	3	6.260957065	3.740246312	2.117680781	1.902812647	1.706352515	-0.440306677
834	3	5.918720897	3.71706715	2.068983838	1.949212824	1.828096566	-0.405895369
835	3	5.924743986	3.944459276	2.070133771	1.963753135	1.975316503	-0.319540788
836	3	6.120130848	4.08138409	2.087612547	1.949999479	2.080191393	-0.182524831
837	3	6.299332988	4.161244075	2.127444531	1.924869647	2.185854231	-0.047622569
838	3	6.51327947	4.168764902	2.142558129	1.895921358	2.155817208	0.025897211
839	3	6.730430714	4.134706973	2.222834329	1.88719238	2.150496063	0.122225172
840	3	6.95564351	4.136934836	2.371286244	1.953484035	2.178778237	0.227048523
841	3	7.13292323	4.256148698	2.510134842	2.03553432	2.195041416	0.228371755
842	3	7.280819177	4.42857332	2.613616586	2.066861452	2.16562006	0.209196184
843	3	7.340500025	4.571912065	2.688969684	2.085840212	2.194409047	0.190081375
844	3	7.356321321	4.680768352	2.714987788	2.076415464	2.184328484	0.1299925
845	3	7.252463636	4.666476112	2.634877249	1.971476545	2.073616533	-0.013946982
846	3	7.083048886	4.539953644	2.573254715	1.915570622	1.985326414	-0.088305249
847	3	6.876965072	4.289214917	2.523110167	1.899094002	1.949269703	-0.143098084
848	3	6.681065679	3.976130616	2.476366089	1.884560184	1.910933214	-0.181400702
849	3	6.469628131	3.602030487	2.459650695	1.964792894	1.889003793	-0.176173579
850	3	6.413339757	3.381121462	2.521554885	2.088479245	1.941182604	-0.112572792
851	3	6.365795138	3.391378319	2.473320633	2.084735086	1.974061434	-0.079632229
852	3	6.258422894	3.498164505	2.434511398	2.076001408	1.964691462	-0.076487524
853	3	6.196283201	3.635644362	2.458970129	2.089006792	1.946831342	-0.081559908
854	3	6.145079575	3.719880973	2.485304962	1.996911259	1.922430523	-0.137665115
855	3	6.08575798	3.728795446	2.476606168	1.87738466	1.890647435	-0.212842178
856	3	6.070979962	3.608471788	2.518369455	1.830720886	1.795904282	-0.294668588
857	3	6.110429907	3.502810526	2.526456812	1.830705398	1.705602828	-0.382530828
858	3	6.053476849	3.337682694	2.443704941	1.806861725	1.648051482	-0.436305834
859	3	6.080679917	3.199026951	2.370103753	1.840185994	1.606616646	-0.441330995
860	3	6.420166913	3.311728699	2.340294966	1.894849354	1.643356134	-0.312858018
861	3	6.811809677	3.72005699	2.369511465	1.920445545	1.767730957	-0.173311701
862	3	7.144799429	4.039626024	2.446642979	1.879122636	1.891129804	-0.029973298
863	3	7.405786587	4.283097078	2.572039066	1.85931334	1.969702953	0.0746374
864	3	7.580190062	4.477504099	2.627132942	1.841893144	2.02430984	0.168880037
865	3	7.553971838	4.537225525	2.64998523	1.790246769	1.980033755	0.127975668
866	3	7.396067542	4.422500505	2.613320434	1.787469856	1.938164492	0.075020848
867	3	7.124215984	4.25261478	2.52556943	1.830060401	1.912579636	0.012696019
868	3	6.751973752	4.089296212	2.37673569	1.798036799	1.886568427	-0.065306316
869	3	6.416358611	4.031407564	2.26608235	1.75993505	1.88245016	-0.123445635
870	3	6.407730784	4.096042248	2.157381006	1.860157314	1.946747386	-0.114839591
871	3	6.586183731	4.26503129	2.074147922	1.930304985	1.973422026	-0.120818396
872	3	6.783848113	4.427208341	2.033958173	1.979133528	1.961184815	-0.11330143
873	3	6.976293472	4.599275914	2.135351638	2.068748259	1.979296476	-0.07303985
874	3	7.040403829	4.639583077	2.2005351	2.162107527	2.043408893	-0.073091444
875	3	7.043407762	4.670791955	2.269504766	2.105834455	2.080926533	-0.057150612
876	3	7.0445385	4.716651788	2.372591312	2.071403831	2.11954657	-0.02144974
877	3	7.057480849	4.758608591	2.443677038	2.056971628	2.151877346	0.002048018
878	3	7.012655492	4.683111131	2.393011689	2.040231627	2.157553791	-0.000904911
879	3	6.866296308	4.585089526	2.377564902	2.011492634	2.083032211	-0.005366432
880	3	6.709224071	4.45748518	2.346072337	2.017760121	2.019190301	0.010060407
881	3	6.51785188	4.270010554	2.294516453	1.949470238	1.971805045	0.026033591
882	3	6.23597553	4.027414556	2.289363221	1.8470516	1.951364796	0.029685616
883	3	6.030469947	3.916221725	2.416140907	1.739555498	1.94908341	0.061275842
884	3	6.223627704	4.085337095	2.528544024	1.642668568	1.961538403	0.085548755
885	3	6.409835401	4.247729821	2.646456519	1.635355418	1.98363095	0.068596104
886	3	6.684277888	4.414252143	2.749068103	1.717641233	1.971937013	0.046437683
887	3	6.924322972	4.561854631	2.831665636	1.78479675	1.951713292	0.038075693
888	3	7.067062867	4.679132512	2.830810381	1.848160998	1.935031208	-0.017411652
889	3	7.071313965	4.614049357	2.804974759	1.862011542	1.932807775	-0.059408248
890	3	7.065863377	4.486734932	2.750947734	1.817587245	1.881765085	-0.10024777
891	3	6.893539364	4.35860786	2.689096391	1.745130763	1.851719975	-0.172148436
892	3	6.746702426	4.288064492	2.61976502	1.723474936	1.81601934	-0.273452441
893	3	6.595058443	4.190443979	2.594744613	1.687485785	1.770788993	-0.338979347
894	3	6.538280641	4.20979375	2.57279367	1.682049933	1.753187455	-0.368783983
895	3	6.46954048	4.369401528	2.61476499	1.683532395	1.808754138	-0.35788301
896	3	6.565686755	4.469850594	2.668613308	1.668992283	1.865900672	-0.321782132
897	3	6.529036318	4.543830762	2.701747973	1.610186348	1.930607937	-0.237233863
898	3	6.572474938	4.621897938	2.734157915	1.565541072	1.982564264	-0.153770338
899	3	6.629023207	4.711423677	2.773169715	1.516902531	2.009917568	-0.090733938
900	3	6.707020364	4.682523556	2.741552084	1.531220638	1.951291617	-0.061486826
901	3	6.87624343	4.724782898	2.703545132	1.604584441	1.9522122	0.009600057
902	3	7.082629553	4.691573024	2.69876052	1.6524973	1.94311903	0.052339229
903	3	7.281494885	4.667336518	2.742644546	1.677869402	1.946499086	0.082425743
904	3	7.460709476	4.646132932	2.788038456	1.72201826	1.961511192	0.066433848
905	3	7.621522823	4.708172004	2.860494182	1.737025264	2.044345957	0.075042697
906	3	7.658760868	4.635522627	2.896595602	1.692898904	1.983165253	0.017888474
907	3	7.653095405	4.547899849	2.885141723	1.689351346	1.91552952	-0.050543893
908	3	7.547481399	4.426246034	2.784231048	1.702412738	1.881224424	-0.122241622
909	3	7.389945162	4.29102587	2.667294438	1.705917603	1.849621398	-0.158600235
910	3	7.146627675	4.132193263	2.544161158	1.720623925	1.801716957	-0.189933288
911	3	6.985129794	4.254828177	2.542951041	1.844873382	1.956986838	-0.180542888
912	3	6.837666996	4.462663582	2.60692174	1.964976974	2.083570618	-0.176383683
913	3	6.795334922	4.659709162	2.71627314	2.050320374	2.114808534	-0.190127509
914	3	6.75515438	4.773814253	2.801211673	2.125028681	2.120676967	-0.201191907
915	3	6.77152954	4.842775715	2.879584779	2.165719669	2.105994888	-0.256763538
916	3	6.647190478	4.729314917	2.815526313	2.12748427	1.909750915	-0.329274247
917	3	6.509829623	4.567531413	2.733461045	2.054764721	1.683023674	-0.391352645
918	3	6.44794435	4.372073876	2.667808274	2.010495841	1.524143412	-0.412246203
919	3	6.499571638	4.221946131	2.665611176	1.930014187	1.415515467	-0.436921892
920	3	6.66912745	4.154024045	2.669659043	1.894007148	1.368531884	-0.355044307
921	3	6.951652493	4.301353597	2.779725324	1.833209046	1.477262289	-0.260701362
922	3	7.209894115	4.495239701	2.888328532	1.789225115	1.611470213	-0.179036546
923	3	7.397829522	4.614066801	2.959553753	1.730838014	1.70334193	-0.122054154
924	3	7.50785573	4.70919804	2.967421369	1.77555552	1.775425417	-0.04402209
925	3	7.515858695	4.717989352	2.976482232	1.767705329	1.857482605	-0.052754457
926	3	7.453278504	4.672270199	2.957806534	1.852503709	1.939369976	-0.075561569
927	3	7.347785676	4.554376716	2.890792791	1.957124817	1.975088138	-0.091690644
928	3	7.176469013	4.464084561	2.822913335	2.081847142	2.02126095	-0.089189993
929	3	6.9818198	4.370128772	2.778621496	2.140448936	2.021173054	-0.096093057
930	3	6.821890819	4.315323717	2.697545064	2.274165192	1.994110404	-0.097564281
931	3	6.789313266	4.285221725	2.618692749	2.362990183	1.969614377	-0.027158882
932	3	6.733408865	4.255913342	2.599150372	2.418422982	1.955067256	0.042965756
933	3	6.684480619	4.225726291	2.587379844	2.411916117	1.916846836	0.081349766
934	3	6.680114232	4.138730218	2.558365715	2.398529926	1.945925864	0.099225242
935	3	6.702657284	4.113199547	2.540324703	2.278051128	1.940318832	0.135414533
936	3	6.569752485	4.131542079	2.554576803	2.151129281	1.916881895	0.058142442
937	3	6.563186183	4.269978631	2.533995989	2.031691969	1.934512766	-0.022298381
938	3	6.767410373	4.413720251	2.518827026	1.950648453	1.976577496	-0.060161637
939	3	7.008326661	4.577864101	2.572862622	1.908890832	1.972848966	-0.117036162
940	3	7.263609441	4.6828825	2.728322597	1.939752071	1.983052108	-0.15763481
941	3	7.511466415	4.742597289	2.83595424	1.969137107	2.020980413	-0.119697083
942	3	7.667099075	4.676767735	2.951007479	1.991609357	2.015448425	-0.094550795
943	3	7.715283175	4.614749386	3.036805428	2.026762328	1.970430064	-0.129173
944	3	7.747906609	4.620758155	3.076488306	2.023508081	1.923216405	-0.110193732
945	3	7.701228287	4.65118963	3.011837364	1.993744521	1.877977858	-0.106084485
946	3	7.6676714	4.709557798	2.94624869	1.941656878	1.758775891	-0.112005642
