num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
1742	3	6.785127403	3.721962134	2.143981925	2.282916507	2.201463023	-0.267389087
1743	3	6.639135243	3.577933253	1.953968021	2.274886164	2.075429209	-0.348720653
1744	3	6.517192861	3.447629257	1.819776036	2.213819838	2.00058362	-0.359164299
1745	3	6.500768694	3.395067646	1.941246236	2.138731187	2.007359044	-0.359326833
1746	3	6.6496639	3.364965679	2.074623129	2.113508551	2.072967859	-0.311983773
1747	3	6.838981217	3.41233049	2.222317611	2.121065718	2.207572155	-0.255504439
1748	3	7.054266775	3.602787868	2.393492636	2.132153502	2.348283805	-0.189425873
1749	3	7.212007224	3.738129113	2.534050576	2.1619556	2.400650941	-0.234026304
1750	3	7.258216238	3.852298706	2.465535909	2.188104399	2.374323438	-0.282687007
1751	3	7.162715862	3.967894693	2.396845959	2.174827485	2.330316349	-0.349900087
1752	3	7.028936292	4.130427905	2.336469451	2.10499289	2.229567859	-0.414749558
1753	3	6.956216456	4.298795109	2.342547686	2.138378432	2.074014109	-0.447409333
1754	3	6.968020614	4.530347597	2.371775055	2.193517891	1.946525509	-0.412490588
1755	3	7.068511564	4.699619994	2.502771382	2.247483664	1.8745	-0.336425132
1756	3	7.239268192	4.831273394	2.612207292	2.314286366	1.819379381	-0.231317405
1757	3	7.372391859	4.886555333	2.648685915	2.394700924	1.797947245	-0.152697679
1758	3	7.323601406	4.813309585	2.543123461	2.330690551	1.797415778	-0.146336426
1759	3	7.173534474	4.604093768	2.412631811	2.226331295	1.842527481	-0.127598699
1760	3	6.938309921	4.357846961	2.293953788	2.159804096	1.910538773	-0.170356072
1761	3	6.671233222	4.044585938	2.172550357	2.115716742	2.001289263	-0.244278716
1762	3	6.418643677	3.731450529	2.112882851	2.1321621	2.037291904	-0.303445787
1763	3	6.377526118	3.60551118	2.163140936	2.258142205	2.088153993	-0.321448285
1764	3	6.450487019	3.633847396	2.182838129	2.378433616	2.087575636	-0.359434675
1765	3	6.615629482	3.825251051	2.174350875	2.390804668	2.101439508	-0.321838931
1766	3	6.693005138	4.023530327	2.137540881	2.348253453	2.077857173	-0.269070494
1767	3	6.692609079	4.164236209	2.097696626	2.223730711	2.107002744	-0.199807766
1768	3	6.676029628	4.26099978	2.068347126	2.064527642	2.107544922	-0.129231761
1769	3	6.642870028	4.367731793	2.078338807	1.894745004	2.150203746	-0.073644251
1770	3	6.626015308	4.313345709	2.076410023	1.797103171	2.144630304	-0.065013476
1771	3	6.764229518	4.213653992	2.138967002	1.725073677	2.150995844	-0.088608942
1772	3	6.977811872	4.150778902	2.241866999	1.721834168	2.145662076	-0.14021554
1773	3	7.180437537	4.197112904	2.364831718	1.691899779	2.137614452	-0.211885718
1774	3	7.36008071	4.209622323	2.45089792	1.65654446	2.062152025	-0.29093354
1775	3	7.460799976	4.338766824	2.529785204	1.636398586	1.95579733	-0.377750139
1776	3	7.462330182	4.504127593	2.610196041	1.623240015	1.843176482	-0.411417238
1777	3	7.399255216	4.632703581	2.625614861	1.592207206	1.724652533	-0.437567354
1778	3	7.314086898	4.659485285	2.596077321	1.597401188	1.635736034	-0.438878564
1779	3	7.210519254	4.693542868	2.585793076	1.616556349	1.722938232	-0.393604608
1780	3	7.099697382	4.65556088	2.574736543	1.709150772	1.881509259	-0.343928207
1781	3	6.960104957	4.525563284	2.459883741	1.853631711	2.016797878	-0.328684025
1782	3	6.818230217	4.309545319	2.359825045	1.975647077	2.115846345	-0.333098278
1783	3	6.717499572	4.141778737	2.310434832	2.091866991	2.208731782	-0.336752685
1784	3	6.642430795	3.998163015	2.285885705	2.176850395	2.198680461	-0.371158189
1785	3	6.591401153	3.949251446	2.260496592	2.161507412	2.156721699	-0.394618523
1786	3	6.661319434	4.022618436	2.298422855	2.082558537	2.09348295	-0.404188411
1787	3	6.761915894	4.162260552	2.339234432	2.032786218	2.053485477	-0.397884924
1788	3	6.799963731	4.228326178	2.349970833	1.947277331	2.002570585	-0.416216423
1789	3	6.759966591	4.240580079	2.289959178	1.861262618	1.97298705	-0.427724894
1790	3	6.734087444	4.265487916	2.245927539	1.860494564	1.983291164	-0.419352771
1791	3	6.667389311	4.267504242	2.252094064	1.952681746	2.015484737	-0.391256376
1792	3	6.637165357	4.26781986	2.28236326	1.992179047	2.075270123	-0.303644886
1793	3	6.566510881	4.293247192	2.355621766	2.055824223	2.117190141	-0.200411376
1794	3	6.719292449	4.404458279	2.492503109	2.161353984	2.178186629	-0.098142162
1795	3	6.911644983	4.487064719	2.649281588	2.236724761	2.248829993	0.010448888
1796	3	7.087524287	4.556668386	2.762243733	2.22975928	2.319535642	0.081903207
1797	3	7.171697124	4.604397482	2.866870959	2.230622478	2.314720392	0.074619545
1798	3	7.264058777	4.623275145	2.910466044	2.217197166	2.303350042	0.043866721
1799	3	7.16356512	4.491935155	2.898893834	2.121052236	2.281429326	-0.011454699
1800	3	6.945593181	4.28200608	2.821231796	2.001952462	2.222257824	-0.130399088
1801	3	6.680685688	4.051085391	2.750179046	1.952211088	2.162764342	-0.233720345
1802	3	6.474076417	3.975819695	2.638001268	1.902035945	2.186025357	-0.263359818
1803	3	6.353546758	3.972692014	2.566546919	1.913813387	2.262952755	-0.242888386
1804	3	6.507286529	4.110231998	2.523920154	1.996507908	2.336952978	-0.218075679
1805	3	6.718278826	4.283112587	2.543164404	2.094568809	2.370724373	-0.106416544
1806	3	6.838759979	4.393231437	2.552975105	2.124116672	2.366497567	-0.032954414
1807	3	6.942142485	4.276050114	2.57842269	2.16323989	2.325232898	0.032760219
1808	3	7.014574338	4.192827431	2.575690487	2.110856799	2.212403685	0.0715434
1809	3	7.078864803	4.156732889	2.598784017	2.038173997	2.09013894	0.131897345
1810	3	7.263561402	4.151280137	2.600853034	1.986178576	2.009590302	0.116875936
1811	3	7.469054347	4.237635644	2.59132264	2.026396778	1.974969209	0.115523367
1812	3	7.63536723	4.422621586	2.574776393	2.072685755	1.902477107	0.057449142
1813	3	7.735125034	4.454216145	2.555310268	2.169247449	1.865767596	-6.4729E-05
1814	3	7.791405932	4.417271932	2.513671262	2.23358787	1.799137695	-0.083690411
1815	3	7.702212746	4.353699506	2.432638173	2.23221127	1.695111736	-0.145261253
1816	3	7.590047036	4.217328103	2.390120859	2.149021648	1.541660899	-0.204739753
1817	3	7.385067605	4.060762681	2.360401913	2.019537728	1.438599126	-0.217563691
1818	3	7.145582245	4.007010508	2.385546128	1.846778994	1.353558161	-0.263892527
1819	3	6.884075402	4.021504971	2.418039079	1.713510948	1.338352823	-0.297210526
1820	3	6.95183651	4.088197859	2.543531945	1.650450482	1.4020491	-0.295274251
1821	3	7.012614928	4.136849395	2.635452255	1.678009833	1.49162696	-0.302480628
1822	3	7.165196137	4.243969239	2.730942697	1.743444816	1.573703784	-0.302627728
1823	3	7.356592195	4.363679825	2.807758363	1.845412672	1.623656672	-0.278319924
1824	3	7.542608761	4.466205293	2.876956691	1.912041406	1.638172352	-0.259565974
1825	3	7.51242679	4.491807854	2.871030506	1.945070819	1.637349802	-0.284357496
1826	3	7.451175635	4.577694704	2.848704433	1.930381861	1.679564616	-0.282980202
1827	3	7.420120503	4.593048383	2.7971597	1.912541558	1.716133252	-0.282376075
1828	3	7.342637461	4.592975759	2.692435913	1.885902992	1.782642777	-0.274493948
1829	3	7.227914969	4.595338473	2.572359984	1.84051956	1.864580962	-0.287917909
1830	3	7.276621203	4.648073486	2.49672063	1.875099921	1.936907993	-0.287086584
1831	3	7.327654515	4.634383917	2.407341261	1.943564214	1.940399839	-0.338939816
1832	3	7.336943624	4.629067476	2.351609235	2.002330868	1.959463509	-0.371834783
1833	3	7.400583173	4.669907424	2.387258415	2.057449995	1.960045827	-0.366935396
1834	3	7.466535983	4.714086558	2.471987934	2.120753976	1.964198181	-0.305205562
1835	3	7.465599498	4.717902166	2.570445622	2.093051942	1.943355117	-0.231556519
1836	3	7.470285348	4.722038628	2.661596431	2.045963056	1.955135166	-0.135229696
1837	3	7.411371944	4.712436291	2.740837857	2.027037528	1.996560794	-0.081817274
1838	3	7.277194677	4.620771427	2.762382462	1.993098865	2.02610997	-0.07283279
1839	3	7.192284879	4.499765145	2.715430719	1.989679189	2.035331843	-0.105142359
1840	3	7.171031593	4.418925658	2.637252843	2.024941049	2.052266187	-0.161466071
1841	3	7.157244524	4.364296132	2.563173112	2.095178664	2.069068189	-0.233255035
1842	3	7.211513977	4.341555074	2.476907423	2.143915832	2.000118333	-0.2698409
1843	3	7.266507608	4.335462324	2.468818533	2.19125223	1.940192943	-0.309024227
1844	3	7.183176184	4.295080245	2.532490429	2.218196417	1.895368472	-0.349197839
1845	3	7.087839964	4.232784943	2.633142511	2.258610821	1.882303634	-0.37140425
1846	3	7.027867403	4.191050932	2.753917985	2.256012805	1.84602942	-0.375063193
1847	3	7.005025073	4.181679376	2.845604095	2.223382766	1.843620848	-0.425545893
1848	3	7.016942515	4.173786232	2.878266015	2.162383713	1.860909737	-0.452924038
1849	3	7.081335187	4.202759493	2.870212977	2.087598475	1.863092395	-0.465133827
1850	3	7.093249633	4.215624138	2.777120429	1.982552193	1.83104951	-0.486023036
1851	3	7.056676932	4.165083983	2.630650639	1.911039905	1.820309911	-0.533395143
1852	3	6.977286315	4.061122745	2.499085679	1.864601381	1.845003653	-0.523621157
1853	3	6.906687652	4.075765609	2.465166448	1.89252486	1.832671684	-0.483779731
1854	3	6.88762067	4.156103575	2.461799903	1.928382622	1.794515503	-0.419692856
1855	3	6.918671743	4.259162589	2.539996212	1.960790978	1.820079873	-0.310729614
1856	3	6.978684414	4.436186156	2.64049887	1.95060917	1.864989706	-0.152682318
1857	3	7.026899647	4.593891515	2.712599805	1.939699664	1.922957095	-0.053106201
1858	3	7.02427249	4.643470594	2.658005394	1.889322417	1.968113953	0.03612079
1859	3	6.952527903	4.631016356	2.579481433	1.793669117	2.034477984	0.098207894
1860	3	6.830976928	4.574585265	2.474173826	1.725968912	2.009468313	0.108401875
1861	3	6.657606811	4.419301922	2.335867951	1.725291841	1.95131208	0.054265542
1862	3	6.500725993	4.219120996	2.186378256	1.80136769	1.859124427	0.022352179
1863	3	6.488816769	4.098278589	2.151169233	1.891826729	1.790101123	-0.079583512
1864	3	6.641518464	4.046445215	2.201425461	2.021792219	1.768464763	-0.186254333
1865	3	6.871607557	4.034344882	2.290302425	2.114812722	1.833884675	-0.254158742
1866	3	7.090236646	4.092232588	2.402835748	2.159312372	1.925778488	-0.285234192
1867	3	7.262933796	4.173869761	2.493995095	2.11548494	1.996712243	-0.329542591
1868	3	7.355817598	4.157480292	2.540885257	2.042119893	2.055428007	-0.306969029
1869	3	7.382140418	4.171697832	2.534367862	1.917405024	2.075232726	-0.270134133
1870	3	7.368382651	4.185022348	2.492624479	1.793699353	2.047051143	-0.268583062
1871	3	7.293716201	4.19827813	2.419078454	1.65921616	1.979657388	-0.268122273
1872	3	7.259841244	4.299196718	2.337772074	1.63413363	1.964332279	-0.193479326
1873	3	7.250428201	4.488924825	2.329856574	1.642936974	1.968462361	-0.127914334
1874	3	7.245689193	4.557935616	2.368857819	1.766188124	1.959564507	-0.080594587
1875	3	7.232383634	4.67379832	2.47695235	1.869311113	1.990881313	-0.011505323
1876	3	7.287522217	4.789061619	2.644789917	1.990636074	2.078054762	0.049894213
1877	3	7.290944335	4.831718102	2.832986784	2.039957092	2.095482773	0.022938353
1878	3	7.246865661	4.782814896	2.96719489	2.076286124	2.131002058	0.027590827
1879	3	7.270821056	4.827367543	3.056447723	2.060626293	2.179628303	0.048673573
1880	3	7.337833665	4.830825028	3.085259856	2.039314099	2.235321576	0.062865213
1881	3	7.40455271	4.822889029	3.047564276	1.998689896	2.233901737	0.086841603
1882	3	7.425722518	4.771235605	2.94585427	1.960763289	2.250626313	0.115922391
1883	3	7.473552734	4.765459701	2.79697889	1.952878949	2.204398675	0.103247694
1884	3	7.427646976	4.64714873	2.62544503	1.91434204	2.13286166	0.070589191
1885	3	7.321004357	4.456455784	2.470036971	1.884167935	2.037502114	0.0668327
1886	3	7.141812253	4.287074829	2.348702893	1.912974998	1.962932234	0.041547585
1887	3	7.089164987	4.281964452	2.276862425	1.959293676	1.926882752	0.063247009
1888	3	7.099050319	4.329082632	2.26857977	1.945154295	1.939981235	0.095939923
1889	3	7.279793242	4.473803258	2.305185649	1.942242598	1.995023385	0.131126629
1890	3	7.452709735	4.66358697	2.366995607	1.972575627	2.030563292	0.09682317
1891	3	7.615220896	4.728306251	2.385103232	1.933791485	2.073434323	0.065124395
1892	3	7.692959696	4.723843499	2.421719594	1.895623263	2.091857099	-0.005308949
1893	3	7.764478225	4.70606394	2.461791783	1.90013441	2.109671255	-0.092928211
1894	3	7.741985335	4.720018358	2.578661792	1.946966034	2.119285845	-0.157385627
1895	3	7.704976612	4.713454087	2.65651692	1.943901292	2.148616217	-0.14607892
1896	3	7.684773402	4.645654691	2.818765774	1.948832556	2.175360451	-0.112344541
1897	3	7.633300479	4.752736224	2.929229037	1.964706071	2.16843108	-0.070394874
1898	3	7.502903066	4.835469035	3.027047448	2.030164083	2.184861705	0.005399352
1899	3	7.41058182	4.817878034	3.004027303	2.07863691	2.152113978	0.014063211
1900	3	7.370524188	4.843542972	2.978289639	2.158651887	2.112565914	-0.022108052
1901	3	7.316334156	4.930984006	2.861259456	2.248983817	2.086068396	-0.077957164
1902	3	7.363211786	4.891286292	2.760806966	2.327379376	2.101148657	-0.122575506
1903	3	7.42752592	4.807977796	2.633805306	2.319544087	2.073959744	-0.199897126
1904	3	7.432169902	4.750638602	2.593573278	2.271242549	2.090469673	-0.213669333
1905	3	7.351425876	4.592846644	2.537697557	2.16666953	2.094961946	-0.214155802
1906	3	7.240937462	4.472335392	2.532979144	2.034447302	2.072107541	-0.220613607
1907	3	7.143309284	4.292573883	2.52939354	1.863388849	2.021146891	-0.250267148
1908	3	7.161061827	4.204521827	2.508011672	1.77722666	1.948509446	-0.293040919
1909	3	7.321009067	4.146011111	2.555678733	1.787199345	1.8687329	-0.372324579
1910	3	7.544484484	4.196638958	2.663005273	1.814594519	1.802425548	-0.422265017
1911	3	7.738438906	4.212388362	2.759813013	1.885840145	1.712102717	-0.444390257
1912	3	7.806890061	4.253742863	2.809937336	2.001061643	1.604419406	-0.445750652
1913	3	7.788073372	4.211193638	2.874592943	2.043748899	1.565247453	-0.45801777
1914	3	7.658747827	4.177342182	2.809177125	2.047193421	1.522352249	-0.407649046
1915	3	7.430869702	4.110549516	2.680919126	2.095038476	1.456247262	-0.34725487
1916	3	7.114170904	4.051681718	2.504205307	2.085240222	1.424774738	-0.290385927
1917	3	6.814437697	3.986118475	2.352690594	2.01059018	1.437102781	-0.248339641
1918	3	6.540579668	4.017905803	2.200910625	1.993779918	1.376744769	-0.191022464
1919	3	6.508729248	4.041316836	2.225345045	1.972901848	1.308160035	-0.206741619
1920	3	6.755751627	4.21706372	2.367781589	2.012804841	1.293690468	-0.25584093
1921	3	7.06635573	4.457522008	2.60584263	2.115994395	1.339638413	-0.302974898
1922	3	7.348057617	4.696480472	2.803839755	2.240954394	1.450886583	-0.278828067
1923	3	7.573735251	4.855914762	2.82780841	2.312383263	1.619954137	-0.22800965
1924	3	7.733651554	4.853258058	2.824877929	2.36410202	1.778252913	-0.158082661
1925	3	7.78106156	4.892410292	2.913261609	2.29030772	1.860468541	-0.11385846
1926	3	7.757531467	4.823155864	2.872815902	2.141725126	1.878559995	-0.098646058
1927	3	7.680811696	4.679357583	2.789796971	1.94842203	1.814029451	-0.17670554
1928	3	7.567179013	4.568901213	2.813515264	1.789450974	1.734692511	-0.257950797
1929	3	7.398972382	4.619824111	2.844963956	1.669039891	1.676170723	-0.309187838
1930	3	7.262889768	4.507938402	2.671515983	1.717617612	1.702514087	-0.31188508
1931	3	7.128255182	4.47730798	2.5819766	1.851575969	1.77197585	-0.293371243
1932	3	7.098791428	4.474709377	2.551930233	2.003841445	1.891982795	-0.217773732
1933	3	7.133690113	4.465910467	2.599466185	2.07930778	1.981368925	-0.195653593
1934	3	7.300111941	4.590581532	2.626997541	2.190556559	2.057276238	-0.150737428
1935	3	7.410284756	4.710774335	2.781111795	2.238690816	2.105339653	-0.098675233
1936	3	7.558697059	4.811489747	2.880894166	2.266965464	2.132221872	-0.046827054
1937	3	7.618061534	4.930657608	2.937687491	2.277032955	2.119413744	-0.007639371
1938	3	7.642290685	4.958972686	2.953776581	2.316662064	2.087850878	0.048041699
1939	3	7.520737129	4.847179548	2.985797508	2.260704815	1.999545735	0.027595676
1940	3	7.420014611	4.725693611	2.89362668	2.22087454	1.887976416	-0.045154347
1941	3	7.223972863	4.570367174	2.785346114	2.146992733	1.800614159	-0.128197634
1942	3	7.085498094	4.358446143	2.69995296	2.042533263	1.81354106	-0.113473249
1943	3	7.051696485	4.235052953	2.662910781	1.894046564	1.861033686	-0.079596794
1944	3	7.226446969	4.26342246	2.591481677	1.803064431	1.971114622	0.026579449
1945	3	7.422350837	4.29114231	2.653767608	1.731731747	2.044991265	0.137274493
1946	3	7.432550512	4.342141508	2.80133839	1.754540228	2.135685377	0.239859356
1947	3	7.407637284	4.331493364	2.90231339	1.833699716	2.115598039	0.212942038
1948	3	7.555064418	4.291646373	2.936989381	1.921710893	2.097634731	0.162513727
1949	3	7.414688844	4.26374412	2.977911495	1.991469396	2.035496915	0.070725445
1950	3	7.182889043	4.199454103	2.968977829	2.030516611	1.982922248	-0.012976841
1951	3	7.394034314	4.122252682	2.851936464	1.989943344	1.825912595	-0.104651083
1952	3	7.50288863	4.098505808	2.70925035	1.909346622	1.754909243	-0.142211918
1953	3	7.416826886	4.108340834	2.572710942	1.81136208	1.709353926	-0.130917384
1954	3	7.497707645	4.043702098	2.427290157	1.723767877	1.671240588	-0.123765636
1955	3	7.534632172	4.03593075	2.27963097	1.650687991	1.680281665	-0.115383514
1956	3	7.416650097	4.079709618	2.233130154	1.661873301	1.74913148	-0.107162671
1957	3	7.381021277	4.178877605	2.258113838	1.783127995	1.806202587	-0.06632631
1958	3	7.256136976	4.24214729	2.312433856	1.925851296	1.818712509	-0.072437615
1959	3	7.215160151	4.339865495	2.356786161	2.040734438	1.86755651	-0.033421985
1960	3	7.188590155	4.396275893	2.407110238	2.123427863	1.892796336	-0.007206028
1961	3	7.108225009	4.382884796	2.432652205	2.162319039	1.928303132	-0.00761059
1962	3	6.952578345	4.301556248	2.426569567	2.067488307	1.930987307	-0.053011347
1963	3	6.828642489	4.265633021	2.41176482	1.955151096	1.95033374	-0.097952486
1964	3	6.737385611	4.272471778	2.423562711	1.797190897	1.960171268	-0.183933621
1965	3	6.787030038	4.31298204	2.439656592	1.674345128	1.979322894	-0.263633299
1966	3	6.908669499	4.409394858	2.444581247	1.573274558	2.00394305	-0.293535353
1967	3	7.06375368	4.492679046	2.410045936	1.607764013	2.034396352	-0.264601115
1968	3	7.1585277	4.492344644	2.371143615	1.557408956	2.025616325	-0.238870284
1969	3	7.142470436	4.368593732	2.292740308	1.663514815	2.032188041	-0.23728365
1970	3	7.010113819	4.212321124	2.204006184	1.775504225	2.042252763	-0.223372959
1971	3	6.786966952	3.983444484	2.161540021	1.887793181	2.029168766	-0.188241226
1972	3	6.48775051	3.781190002	2.178739453	1.993043181	2.025117636	-0.167604716
1973	3	6.174317708	3.639140153	2.171887717	2.134766996	2.026468284	-0.129654673
1974	3	5.972110651	3.67103175	2.155938746	2.158238647	1.974047785	-0.05161645
1975	3	6.144265359	3.811248796	2.162041861	2.138709869	1.885151395	-0.002260633
1976	3	6.407045444	3.978736619	2.177695719	2.09527631	1.780408638	-0.03717628
1977	3	6.667886227	4.068318099	2.175159906	2.038726146	1.648093286	-0.079606037
1978	3	6.884859515	4.168951491	2.219693429	2.001803646	1.523234598	-0.13178928
1979	3	7.057121075	4.244998789	2.274162847	2.032226858	1.428344313	-0.206646582
1980	3	7.036758269	4.155141883	2.277453195	2.076544548	1.356456025	-0.274481612
1981	3	6.950194568	4.012366226	2.216029124	2.14922039	1.345030457	-0.271242684
1982	3	6.96856726	4.034612254	2.285135001	2.217738142	1.393222171	-0.252131178
1983	3	7.147329251	4.056288314	2.364274747	2.241175161	1.521073886	-0.217542975
1984	3	7.358595494	4.179883793	2.459854061	2.22183567	1.683040336	-0.135774778
1985	3	7.378369371	4.399143579	2.600917251	2.201250177	1.834142912	-0.069838194
1986	3	7.416493897	4.596586301	2.735668687	2.183213965	1.934360156	-0.024934666
1987	3	7.518897041	4.622120207	2.741301384	2.175355412	1.985110269	0.00852099
1988	3	7.400503144	4.638939218	2.691780043	2.180023013	1.960740639	0.042349683
1989	3	7.143548524	4.538031944	2.613457501	2.204254785	1.889408871	-0.001201593
1990	3	7.1792132	4.371776171	2.481423218	2.229667576	1.83017063	-0.035338742
1991	3	7.257080134	4.190095493	2.437741033	2.205347394	1.814317443	-0.058072193
1992	3	7.131331504	4.130195116	2.442710813	2.150356798	1.877717784	-0.088657453
1993	3	7.184122269	4.089716604	2.500421262	2.109550132	2.010153626	-0.13578292
1994	3	7.274440534	4.155035661	2.571229716	2.080717117	2.137051583	-0.082219599
1995	3	7.290860659	4.272933187	2.657814004	2.10759437	2.257359465	-0.020551536
1996	3	7.234731792	4.356586111	2.658055707	2.169516861	2.336696428	0.058843207
1997	3	7.207257959	4.382523522	2.669325773	2.261809347	2.376800335	0.123120392
1998	3	7.145220283	4.376130328	2.697974667	2.334315841	2.368308137	0.178696179
1999	3	7.102007798	4.397067116	2.742777069	2.381325131	2.371182098	0.147572267
2000	3	7.157484829	4.455009122	2.789958869	2.307931906	2.322888368	0.080048543
2001	3	7.282321613	4.486226594	2.787393274	2.208411612	2.28561343	-0.053147805
2002	3	7.36357792	4.529522858	2.795372218	2.047478083	2.197073984	-0.173173844
2003	3	7.44372244	4.600755948	2.785036679	1.881804277	2.145514265	-0.295504689
2004	3	7.528959845	4.630671917	2.752245493	1.734609237	2.042821248	-0.362060696
2005	3	7.569554184	4.613223497	2.687243654	1.708732002	1.933369697	-0.399626972
2006	3	7.604611065	4.631977258	2.696274443	1.736814526	1.79285058	-0.372444589
2007	3	7.682510833	4.75451446	2.693091613	1.793651486	1.779937295	-0.348751934
2008	3	7.5866073	4.67738021	2.668937885	1.798565732	1.683466727	-0.342976439
2009	3	7.463075393	4.603341737	2.634094812	1.809976466	1.680824227	-0.287803027
2010	3	7.55366562	4.720776272	2.618339936	1.831517999	1.753464087	-0.208299275
2011	3	7.559810326	4.773434313	2.572711973	1.826148373	1.830510838	-0.134749656
2012	3	7.457171633	4.658631129	2.504646233	1.817178568	1.784388538	-0.079757019
2013	3	7.459293945	4.669502642	2.473496163	1.816347055	1.782630753	-0.007602756
2014	3	7.497581778	4.700165321	2.460134884	1.762175755	1.782354013	0.010703969
2015	3	7.323225494	4.507690689	2.457688774	1.727825629	1.736630035	0.005084915
2016	3	7.17744158	4.319812185	2.451390485	1.713325553	1.688989965	-0.031744297
2017	3	7.100527053	4.179805523	2.472385533	1.761660113	1.784000001	-0.065132745
2018	3	7.159072455	4.187347415	2.453597937	1.891827858	1.930750144	-0.123927534
2019	3	7.187220263	4.159338506	2.480339268	2.04167556	1.965942754	-0.187874221
2020	3	7.227649167	4.268829331	2.563257026	2.107401291	2.045611277	-0.260790421
2021	3	7.284623693	4.445179316	2.566208246	2.140169723	2.145392143	-0.308312
2022	3	7.4144807	4.656223425	2.563113114	2.13298053	2.162307376	-0.372383547
2023	3	7.513366254	4.778488039	2.575688362	2.058335272	2.120556094	-0.403045603
2024	3	7.551523451	4.925086808	2.545679812	1.958897043	2.128594743	-0.383290707
2025	3	7.57490538	4.990121775	2.445335118	1.912335043	2.091946119	-0.365213114
2026	3	7.599065023	4.999180859	2.574032383	1.874475086	1.992403599	-0.356036459
2027	3	7.515212017	4.956919584	2.636040052	1.833266446	1.919389904	-0.328022101
2028	3	7.452568869	4.920570504	2.654934835	1.798840225	1.823242774	-0.320267034
2029	3	7.44503144	4.78128672	2.660406084	1.756897804	1.723109335	-0.334730078
2030	3	7.426335671	4.662113622	2.659260976	1.708413434	1.645986722	-0.270435113
2031	3	7.478373677	4.583834394	2.564449611	1.77403307	1.667041113	-0.125188763
2032	3	7.576510553	4.575042368	2.558820036	1.902668228	1.67864354	0.005620805
2033	3	7.647964421	4.588851118	2.612768036	2.026115644	1.772315655	0.165773641
2034	3	7.711916673	4.697743284	2.676053247	2.149479026	1.885312317	0.302989063
2035	3	7.739030509	4.747838937	2.72251319	2.269532147	1.976994429	0.368468137
2036	3	7.655722702	4.717993486	2.708312731	2.278639375	2.001001441	0.338907532
2037	3	7.543871661	4.620316586	2.590278677	2.21776606	2.029470396	0.301421701
2038	3	7.40399106	4.492170985	2.418278677	2.143349741	1.994891791	0.178113883
2039	3	7.181011768	4.298260357	2.212072179	2.039831912	1.927340613	0.035970895
2040	3	6.992436724	4.118078531	2.082203775	1.889105238	1.86990087	-0.081193005
2041	3	6.91998545	4.097688791	2.12654381	1.812093144	1.902368837	-0.124720849
2042	3	6.894994827	4.203468306	2.327283766	1.835913328	2.021311631	-0.174358577
2043	3	6.986640057	4.372095897	2.522158754	1.888012842	2.172390453	-0.15344349
2044	3	7.206225907	4.524676019	2.678795155	1.974804227	2.307654862	-0.13455708
2045	3	7.387673	4.65874473	2.736718648	2.069030278	2.413281813	-0.143868847
2046	3	7.477710637	4.710951714	2.717211038	2.118367968	2.444371555	-0.155715178
2047	3	7.539053064	4.681223989	2.645253894	2.07662701	2.3512891	-0.169913283
2048	3	7.515742508	4.628588943	2.576809161	2.021805654	2.237780258	-0.179045232
2049	3	7.393561893	4.604039424	2.567800217	1.957250237	2.108727814	-0.161328218
2050	3	7.249424135	4.582419153	2.60359099	1.90857461	2.063498889	-0.123514622
2051	3	7.236041676	4.621004023	2.669615127	1.915937019	2.07646455	-0.101773593
2052	3	7.307635942	4.739575522	2.755432087	1.995778471	2.198443613	-0.026072837
2053	3	7.403700779	4.760491565	2.825672561	2.066742884	2.284522058	0.030551176
2054	3	7.515636978	4.750942757	2.822578153	2.129179101	2.329101147	0.049462902
2055	3	7.610612836	4.740973816	2.802458006	2.156957255	2.232902639	0.064176794
2056	3	7.636348086	4.650723034	2.723626978	2.151499547	2.124091465	0.095664341
2057	3	7.631271445	4.461298384	2.606237716	2.133818663	1.944010373	0.043577227
2058	3	7.669164793	4.357144665	2.484561142	2.103460337	1.756675051	-0.019327272
2059	3	7.708695494	4.326778134	2.382613049	2.10351044	1.647731205	-0.04565947
2060	3	7.722395958	4.344084784	2.346282004	2.138023713	1.6793681	-0.064745452
2061	3	7.719748361	4.431798628	2.399210555	2.288536476	1.791312759	-0.10540804
2062	3	7.66052543	4.561104648	2.486048509	2.45173707	1.959727917	-0.082772066
2063	3	7.576487813	4.664636133	2.516963002	2.606285251	2.109733842	-0.030617728
2064	3	7.50406319	4.664396032	2.57966391	2.692610532	2.189377683	-0.003502998
2065	3	7.453349751	4.585336101	2.623287989	2.773645379	2.247403286	0.00649761
2066	3	7.389865709	4.47373766	2.644950562	2.727921156	2.169079788	0.016592419
2067	3	7.360742585	4.322857352	2.647677557	2.638148834	2.02944825	0.013296167
2068	3	7.255998151	4.099061343	2.675293508	2.526311825	1.864516935	-0.013967451
2069	3	7.196532063	4.017020245	2.7061515	2.456761248	1.722371842	-0.052669644
2070	3	7.121990459	4.015073595	2.685760174	2.341755351	1.607007994	-0.051364282
2071	3	7.137369839	4.067642152	2.693126881	2.286747608	1.62138711	-0.053888427
2072	3	7.186164882	4.241526731	2.774949635	2.214754926	1.667732544	-0.073238874
2073	3	7.309267628	4.43613784	2.852233959	2.145899685	1.7006649	-0.084187109
2074	3	7.262414403	4.48017894	2.894034154	2.030085711	1.713773447	-0.087799267
2075	3	7.255295061	4.514466338	2.945240045	1.970100221	1.671805625	-0.154441308
