num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
889	0	3.761661317	2.626952451	2.901650555	3.014429352	0.567523961	0.622110059
890	0	3.31044118	2.193033815	2.676765301	2.854104508	0.480014711	0.541638144
891	0	2.895484679	1.817816408	2.586407311	2.619144176	0.441807492	0.487367644
892	0	2.85759475	1.729390199	2.554909924	2.437787683	0.46237203	0.493330894
893	0	3.01149336	1.638096277	2.558158929	2.425312605	0.537928507	0.456933448
894	0	3.201926036	1.56557568	2.555070526	2.395612149	0.578896922	0.445116732
895	0	3.26599332	1.489476128	2.530225374	2.417830027	0.609841837	0.420278918
896	0	3.291838551	1.439949652	2.536666952	2.479950908	0.662876064	0.40709259
897	0	3.361006625	1.493414019	2.514347729	2.538382013	0.670715903	0.384470096
898	0	3.536181238	1.710468002	2.492753127	2.603483396	0.669686223	0.39728511
899	0	3.635831752	1.874775188	2.441753007	2.648778549	0.693147677	0.377510891
900	0	3.737797012	1.995450384	2.407280937	2.678736585	0.688002239	0.35898657
901	0	3.839332615	2.121034065	2.321681204	2.733526377	0.635263433	0.34094673
902	0	3.883214567	2.222911878	2.262259652	2.79525988	0.636520023	0.324556584
903	0	3.759206357	2.178332654	2.170202027	2.829193904	0.630759474	0.276178543
904	0	3.637991237	2.112446054	2.118837134	2.914001682	0.612695644	0.281358748
905	0	3.51890443	2.031665711	2.077244061	2.959828589	0.659664405	0.302767227
906	0	3.381369249	1.950104424	2.063581395	2.967021319	0.726164078	0.323476171
907	0	3.320166797	1.872672424	2.062584536	2.945686853	0.770310115	0.362140421
908	0	3.431444108	1.920381323	2.158367166	2.939050257	0.825833497	0.424063108
909	0	3.586100589	1.999044448	2.225276507	2.868586563	0.890214559	0.451002713
910	0	3.746806675	2.080003156	2.278009486	2.799086226	0.890232722	0.465561824
911	0	3.894554943	2.095833732	2.356140703	2.779079567	0.893866995	0.485779387
912	0	4.010847375	2.127140284	2.437047144	2.804913612	0.924957231	0.509463187
913	0	4.109886747	2.378932603	2.782300481	2.936656735	0.958164296	0.828648579
914	0	4.19295177	2.626204386	3.268624632	2.929658863	1.118626758	1.164763516
915	0	4.316188559	2.861044905	3.328874376	2.93294054	1.301201247	1.429867536
916	0	4.412795936	3.065450317	3.377484668	2.911434918	1.466323389	1.643145887
917	0	4.4465167	3.224027554	3.417061485	2.864161669	1.567585782	1.808496663
918	0	4.444083107	3.173298672	3.451525527	2.815994963	1.640796553	1.763594898
919	0	4.396079853	3.045708469	3.114854442	2.860531783	1.552244083	1.611087429
920	0	4.209432446	2.824136667	3.059238465	2.873394677	1.414914657	1.409297457
921	0	3.990712094	2.509932801	2.993272748	2.862974502	1.20504549	1.137302609
922	0	3.830027798	2.058539026	2.909706281	2.842913035	0.996890679	0.790615196
923	0	3.764268297	1.850281605	2.561414152	2.678621082	0.775966467	0.643955749
924	0	3.750085694	1.79194629	2.497705082	2.588236421	0.735921333	0.624871669
925	0	3.832793982	1.835613624	2.477503927	2.534254257	0.742806997	0.613841401
926	0	3.885316736	1.949818167	2.477691117	2.529729316	0.819233911	0.616650267
927	0	3.8733196	2.058779035	2.501993704	2.550440063	0.881967764	0.598101282
928	0	3.735171544	2.10115182	2.466116265	2.600329009	0.922662461	0.571968077
929	0	3.665692383	2.112801516	2.44340954	2.667839626	0.949752828	0.545076209
930	0	3.620581763	2.190253615	2.428550151	2.738085719	0.956098854	0.524325394
931	0	3.597971164	2.244991083	2.412798355	2.811417262	0.928214809	0.508403223
932	0	3.597442321	2.260651569	2.387325351	2.854173864	0.915725464	0.498019615
933	0	3.635521501	2.24015398	2.406952967	2.883410792	0.906700555	0.47396397
934	0	3.500155771	2.215133928	2.45150573	2.897749064	0.853770612	0.471312235
935	0	3.395265895	2.087648002	2.514100498	2.920170166	0.844219673	0.473137723
936	0	3.281696878	1.938214742	2.547969891	2.89847728	0.865374047	0.471040475
937	0	3.245272776	1.846071916	2.572221038	2.883164651	0.816420658	0.473646907
938	0	3.263104087	1.793184456	2.545201859	2.867997621	0.784535112	0.494605504
939	0	3.429639034	1.766646849	2.463191351	2.823856957	0.805156991	0.506056132
940	0	3.487612334	1.793302998	2.345109792	2.745741666	0.764479778	0.538996582
941	0	3.57794282	1.831221759	2.249539145	2.733680139	0.706861063	0.566825618
942	0	3.639735952	1.842355846	2.192309408	2.761312568	0.724805992	0.609684885
943	0	4.019040754	2.135005382	2.329347996	2.779001681	0.762244276	0.718532657
944	0	4.292285469	2.383530727	2.542068172	2.83680529	0.771734417	0.821348503
945	0	4.553635968	2.594267157	2.745731998	2.896197668	0.808976392	0.898897603
946	0	4.741360176	2.762929738	2.909085056	2.891022514	0.866986516	0.968814225
947	0	4.874486493	2.888556928	3.032060359	2.841654495	0.89259395	1.011050576
948	0	4.758236981	2.774061334	3.010242538	2.813486124	0.881734559	0.9476224
949	0	4.584996014	2.603531544	2.922147691	2.751070611	0.887761247	0.854676701
950	0	4.291099139	2.402217457	2.799249635	2.692534613	0.913862064	0.751352061
951	0	3.934884322	2.142555301	2.656414983	2.664194569	0.920182834	0.646442783
952	0	3.49584214	1.845149237	2.489602726	2.639188117	0.94565001	0.542196473
953	0	3.424883755	1.835260401	2.422412461	2.547130813	0.96626904	0.514727441
954	0	3.495202329	1.808174532	2.390010379	2.451488005	0.998542969	0.521185417
955	0	3.679015716	1.700098684	2.354618872	2.322102038	1.008970305	0.527650471
956	0	3.776431448	1.586346479	2.320116893	2.153251571	1.022236532	0.530445834
957	0	3.849555624	1.454235843	2.299261602	1.991693857	1.025229478	0.534248998
958	0	3.912062378	1.293663463	2.283011144	1.899417601	1.036586726	0.531861559
959	0	3.950905769	1.211921806	2.283177487	1.841202914	1.031466234	0.516187169
960	0	3.976001697	1.224114292	2.300680578	1.826969767	1.027780361	0.499437506
961	0	4.019110899	1.257435652	2.321310841	1.850138041	1.02081511	0.477322269
962	0	4.060438247	1.28968241	2.341524084	1.872781678	1.013801004	0.454706865
963	0	4.100125214	1.320921718	2.361336835	1.894923913	1.006737353	0.431568148
964	0	4.138297065	1.351214621	2.380764655	1.916586471	0.999623452	0.407881322
965	0	4.175065242	1.380616782	2.399822216	1.937789696	0.99245858	0.383619791
966	0	4.210529328	1.40917909	2.418523369	1.958552663	0.985242001	0.35875497
967	0	4.24477867	1.436948195	2.436881199	1.978893284	0.977972965	0.333256091
968	0	4.277893734	1.463966967	2.454908085	1.998828398	0.970650704	0.307089968
969	0	4.309947251	1.490274889	2.472615749	2.018373858	0.96327443	0.280220741
970	0	4.34100517	1.515908409	2.490015299	2.037544606	0.955843343	0.252609576
971	0	4.371127479	1.54090124	2.507117276	2.056354738	0.948356621	0.224214335
972	0	4.400368905	1.56528463	2.523931686	2.074817572	0.940813425	0.194989181
973	0	4.428779506	1.589087595	2.54046804	2.0929457	0.933212897	0.164884139
974	0	4.456405194	1.612337127	2.556735386	2.110751042	0.925554158	0.133844576
975	0	4.483288175	1.635058377	2.572742336	2.128244892	0.917836309	0.10181061
976	0	4.482741297	1.749910259	2.604092612	2.170777583	0.899171123	0.071735313
977	0	4.451781049	1.908684225	2.627011293	2.260084525	0.867725529	0.055576076
978	0	4.427071494	2.040430627	2.64706103	2.380037024	0.840305926	0.066708914
979	0	4.417223119	2.167870506	2.641118312	2.480255775	0.787823162	0.101109744
980	0	4.428917584	2.321570439	2.604464862	2.573951787	0.74230714	0.176757758
981	0	4.506335751	2.44729842	2.520100804	2.636053788	0.732318154	0.265746871
982	0	4.632140243	2.558617432	2.430564708	2.637640602	0.755868828	0.346555982
983	0	4.726377443	2.700160638	2.320619734	2.585505283	0.767483958	0.402147035
984	0	4.777638222	2.831577494	2.254822789	2.547954522	0.821420401	0.440300998
985	0	4.775929504	2.910345886	2.254232129	2.50660976	0.84413926	0.431785342
986	0	4.706155034	2.90738645	2.289112019	2.466117045	0.818425211	0.402738186
987	0	4.57810731	2.837770538	2.3146217	2.451023482	0.744512936	0.367044641
988	0	4.424583313	2.693503815	2.341024506	2.52409132	0.64862861	0.338003706
989	0	4.271550235	2.486253927	2.333877978	2.567326172	0.518385236	0.309049975
990	0	4.143336545	2.226394801	2.30089203	2.673520442	0.402206265	0.311012631
991	0	4.10766492	2.058139008	2.26664893	2.768663435	0.330502265	0.325714187
992	0	4.101506085	1.984925662	2.275996461	2.858013651	0.341693235	0.341111827
993	0	4.102636568	1.971503643	2.318182833	2.84884915	0.387678807	0.343828266
994	0	4.089359594	1.949081676	2.385917325	2.876068958	0.414028681	0.342954155
995	0	4.064079805	1.966385856	2.448386275	2.781235547	0.428711452	0.320176255
996	0	3.922744003	1.884194728	2.504427545	2.724640053	0.434614398	0.281140736
997	0	3.71938649	1.766551099	2.520712574	2.678150504	0.408807939	0.233086811
998	0	3.467808782	1.631292235	2.48972555	2.698854955	0.420084004	0.205928581
999	0	3.157187235	1.631285532	2.445546955	2.708793117	0.456444963	0.192953631
1000	0	2.795571715	1.63213763	2.385674117	2.806582671	0.512777337	0.203410072
1001	0	2.629697132	1.711429053	2.31930565	2.831705314	0.579164207	0.232901048
1002	0	2.609797746	1.796478246	2.249140808	2.848377783	0.630494275	0.275559608
1003	0	2.638510549	1.875198267	2.221554653	2.890604057	0.605834654	0.288096756
1004	0	2.697340045	1.819316097	2.16978273	2.892816845	0.580436858	0.285135021
1005	0	2.799676148	1.767881898	2.177465148	2.8696498	0.537688289	0.253779873
1006	0	2.874190858	1.71657802	2.193784882	2.868729773	0.46106047	0.206593731
1007	0	3.104844696	1.762349979	2.267501516	2.845983593	0.388620714	0.14853589
1008	0	3.398947126	1.848789794	2.321846657	2.745998097	0.406612126	0.130464316
1009	0	3.661603346	2.021835184	2.444615269	2.640311705	0.431054339	0.143066958
1010	0	3.883946074	2.165530618	2.494309384	2.618322602	0.476054921	0.188814611
1011	0	4.057532627	2.285158677	2.559832172	2.609835343	0.534730736	0.237747844
1012	0	4.10380956	2.279203797	2.577260826	2.641998673	0.610835885	0.292855493
1013	0	4.08389298	2.2142877	2.616146065	2.74477123	0.667091303	0.328370965
1014	0	4.056599742	2.084080861	2.576395182	2.873712389	0.723772521	0.342158691
1015	0	3.992028328	1.908250967	2.573955623	2.897091349	0.775666702	0.353336697
1016	0	3.933098866	1.688412966	2.531432491	2.919608657	0.830599777	0.377678536
1017	0	3.947335569	1.571158509	2.487611457	2.926776075	0.848102891	0.388271434
1018	0	4.001814149	1.535553213	2.404197366	2.911428915	0.834047426	0.391506094
1019	0	4.060966546	1.577600349	2.355798885	2.865205975	0.800840155	0.386453682
1020	0	4.144388441	1.705776387	2.280997309	2.823132545	0.740805883	0.356832114
1021	0	4.19999395	1.908359048	2.290061242	2.760525953	0.642896999	0.302188889
1022	0	4.274101086	2.15534298	2.334747695	2.71544362	0.575110867	0.24323274
1023	0	4.381214704	2.382654059	2.436348783	2.676271401	0.545974622	0.181845967
1024	0	4.457119301	2.557572281	2.517148982	2.673778569	0.506585137	0.145740656
1025	0	4.509102505	2.672122054	2.609885719	2.746865899	0.513882774	0.14103519
1026	0	4.554586338	2.706577967	2.610106409	2.825595497	0.584046388	0.156340314
1027	0	4.522972774	2.64126519	2.5799477	2.858856356	0.613874055	0.173771653
1028	0	4.371339668	2.506574307	2.508203445	2.909428471	0.60997192	0.195148128
1029	0	4.167253714	2.340822342	2.454029808	2.92095277	0.620977044	0.197395866
1030	0	3.863972803	2.140101927	2.384426724	2.90274479	0.604941822	0.1829534
1031	0	3.453885769	1.974749684	2.378338562	2.889131541	0.526382786	0.152074526
1032	0	3.028307545	1.864069624	2.408427287	2.892878573	0.478254448	0.127262296
1033	0	2.720814002	1.778026842	2.407990874	2.840896435	0.46831554	0.103071973
1034	0	2.49162889	1.702285596	2.377968442	2.793069028	0.459147056	0.079652402
1035	0	2.463907255	1.672125709	2.331482643	2.731355872	0.432659175	0.08067902
1036	0	2.492325706	1.611008423	2.257602064	2.659614492	0.434678582	0.093427301
1037	0	2.471839835	1.576259345	2.195557319	2.605904993	0.418107053	0.10182659
1038	0	2.538897416	1.605559464	2.186412193	2.594739995	0.372545783	0.121886146
1039	0	2.639310337	1.660106846	2.200262855	2.639909709	0.345941655	0.136295242
1040	0	2.734495296	1.73866618	2.27910256	2.702536708	0.356904535	0.128938779
1041	0	2.849017691	1.835482163	2.364037793	2.772522749	0.441175856	0.117868972
1042	0	3.222177692	2.072701623	2.38813775	2.829367541	0.526914662	0.141517942
1043	0	3.626055765	2.495869617	2.456756599	2.885871158	0.682062344	0.265160989
1044	0	3.9099506	2.776637187	2.552239982	2.908247192	0.812943899	0.403940653
1045	0	4.132451504	2.974062428	2.590755097	2.918242356	0.960843847	0.522166563
1046	0	4.321084268	3.156657416	2.670068968	2.914466472	1.048377977	0.650473923
1047	0	4.340049566	3.25559509	2.842972777	2.965326921	1.182928384	0.798452157
1048	0	4.207432126	3.137501212	2.934942525	2.983190023	1.23232668	0.818171817
1049	0	4.043302261	3.005122651	2.995586686	3.007577479	1.266811572	0.813999678
1050	0	3.837349995	2.860056302	3.059579545	3.017736919	1.233840117	0.817745243
1051	0	3.494249238	2.617405923	3.061954044	3.03681326	1.191721777	0.791919907
1052	0	3.224424207	2.277234262	2.932471486	2.93794566	1.025749198	0.642459012
1053	0	3.123577128	2.130320942	2.79163379	2.881320842	0.853044885	0.535561303
1054	0	3.00041487	1.981073925	2.628158462	2.799343557	0.699485895	0.423631307
1055	0	2.880105474	1.791542929	2.426990421	2.749321775	0.620121893	0.284561836
1056	0	2.838167099	1.651696339	2.256431142	2.682569605	0.584067243	0.153645663
1057	0	2.814867706	1.569497977	2.234182476	2.676745474	0.668984492	0.158779597
1058	0	2.867522577	1.539248026	2.247928591	2.610580804	0.793656736	0.170261843
1059	0	2.963463862	1.484884174	2.258915425	2.564551703	0.835056358	0.205096911
1060	0	3.087521769	1.503675289	2.276708303	2.508985167	0.833259052	0.251018778
1061	0	3.19157486	1.528087337	2.314991507	2.488418411	0.788843663	0.272254952
1062	0	3.240829335	1.603611935	2.281003728	2.490850444	0.6993462	0.252350656
1063	0	3.281702783	1.612462096	2.241469818	2.53988812	0.536861351	0.227984601
1064	0	3.324579827	1.618217073	2.212683543	2.636752283	0.440280223	0.180692528
1065	0	3.307961261	1.604281693	2.208023788	2.689906453	0.412605527	0.127073808
1066	0	3.375781188	1.660185447	2.194123126	2.699478481	0.435402349	0.114647312
1067	0	3.761776265	1.868758405	2.292807131	2.75372169	0.572788968	0.194138748
1068	0	4.004401258	2.067940512	2.405041236	2.810336278	0.762658637	0.292028121
1069	0	4.195533081	2.252279973	2.508676968	2.784254884	0.877837405	0.384710882
1070	0	4.360253698	2.394977036	2.607754641	2.778004591	0.948518329	0.48528548
1071	0	4.444128329	2.470850084	2.668928827	2.795534346	0.987664216	0.551605113
1072	0	4.246335814	2.370992883	2.657458282	2.759325938	0.911251072	0.517750864
1073	0	4.023531432	2.262314532	2.612376337	2.705605192	0.756621006	0.454038553
1074	0	3.70536741	2.093348008	2.587223068	2.696772413	0.595439795	0.390801605
1075	0	3.240344699	1.872086727	2.510045645	2.70740557	0.387645902	0.294097128
1076	0	2.581872299	1.645252434	2.431434358	2.6862367	0.177454645	0.209834968
1077	0	2.527799849	1.585261008	2.387007096	2.645644529	0.071896955	0.195823358
1078	0	2.416648971	1.464699001	2.405939596	2.590598451	0.095011628	0.213970741
1079	0	2.412488581	1.405738389	2.365616114	2.506072131	0.117573294	0.228991578
1080	0	2.441194726	1.457476804	2.372857969	2.364142405	0.159679346	0.234427733
1081	0	2.518373078	1.51873547	2.395817236	2.227599176	0.173330509	0.211557125
1082	0	2.539605205	1.626626064	2.431291789	2.158198611	0.203178837	0.186124807
1083	0	2.614661606	1.714236802	2.406010678	2.121554869	0.115846618	0.123319976
1084	0	2.678114135	1.808902279	2.417638963	2.151798917	0.073677327	0.044177706
1085	0	2.851370533	1.857422819	2.42237337	2.266666462	0.185104562	0.042877853
1086	0	3.606564417	2.685096671	2.65803753	2.575109096	0.619517015	0.215723586
1087	0	4.057529268	3.132697907	2.872265965	2.806130373	0.932945741	0.379292887
1088	0	4.362962408	3.449651643	3.053727498	2.99474928	1.208231492	0.546707088
1089	0	4.593482875	3.6968201	3.202204511	3.159979354	1.407558021	0.717352813
1090	0	4.747241574	3.888489796	3.323710113	3.277289295	1.531254205	0.827958843
1091	0	4.58415349	3.719260717	3.225379936	3.206160927	1.439838756	0.789079707
1092	0	4.352755424	3.491166742	3.056713637	3.107605322	1.322841653	0.733757894
1093	0	4.061861696	3.194776109	2.860270896	2.985552083	1.164607661	0.658785313
1094	0	3.669363765	2.731508003	2.614300996	2.806644349	0.981578158	0.528256927
1095	0	3.134190768	1.937457188	2.33116169	2.69911596	0.757636225	0.377834598
1096	0	3.189258211	1.942864459	2.271893636	2.754781411	0.690328947	0.315498411
1097	0	3.30846959	2.024589011	2.265608123	2.828533382	0.608892483	0.246967026
1098	0	3.375066351	2.109370962	2.250002403	2.907249041	0.549924033	0.196454755
1099	0	3.475476061	2.210094155	2.209983339	2.988762912	0.479766544	0.200277614
1100	0	3.567343546	2.244198308	2.131950503	2.917705724	0.42774205	0.22804827
1101	0	3.609426875	2.239814547	2.058401358	2.827495768	0.391430389	0.254641742
1102	0	3.652454596	2.251840971	2.030529998	2.731559072	0.374220192	0.286626065
1103	0	3.708397281	2.211597902	2.054805654	2.636368151	0.328453921	0.293096334
1104	0	3.705999207	2.131528093	2.138116715	2.536288835	0.299587801	0.280010306
1105	0	3.697169673	2.066744165	2.217187988	2.539972811	0.265538238	0.278485444
1106	0	3.822617368	2.047851314	2.366549787	2.585195178	0.229146048	0.345938173
1107	0	3.99076453	2.208311046	2.518449524	2.629188783	0.199824114	0.511021836
1108	0	4.155851927	2.402442868	2.609667247	2.633981514	0.237231857	0.668898545
1109	0	4.277878534	2.594638047	2.697463975	2.60816769	0.286938801	0.803911294
1110	0	4.361701576	2.750051409	2.78740291	2.591831662	0.382634545	0.918602614
1111	0	4.283876473	2.827967039	2.785310728	2.542856057	0.491963421	0.962077003
1112	0	4.082704743	2.683393996	2.717686457	2.546486719	0.580281741	0.870759125
1113	0	3.793429732	2.471253006	2.647094771	2.553021824	0.627229903	0.760242438
1114	0	3.48222035	2.200800861	2.542490243	2.603694652	0.678554748	0.641862418
1115	0	3.110736172	1.851138859	2.410112239	2.668241619	0.687579592	0.487167302
1116	0	2.966562546	1.484648288	2.301934789	2.705213077	0.701110582	0.334450355
1117	0	3.045877235	1.446709895	2.286083361	2.636303826	0.718855448	0.296922158
1118	0	3.17659402	1.505177644	2.34026026	2.594764855	0.783873209	0.25158197
1119	0	3.358235018	1.5793978	2.397275945	2.559292855	0.798112525	0.186721273
1120	0	3.528635115	1.713342299	2.488302306	2.516255405	0.828241074	0.150609409
1121	0	3.670265623	1.815012811	2.579135339	2.506430354	0.824938582	0.150434699
1122	0	3.766249441	1.902051827	2.60486979	2.553665585	0.822315169	0.140647611
1123	0	3.797392359	1.937822143	2.565739808	2.590257101	0.710195344	0.151891635
1124	0	3.673502286	1.929528547	2.504615067	2.612720635	0.63622777	0.193646724
1125	0	3.493986468	1.798159236	2.377111966	2.603007417	0.55875247	0.19957306
1126	0	3.287572945	1.645731851	2.255038908	2.596991917	0.489555801	0.20157404
1127	0	3.062142407	1.507036263	2.155506076	2.592366364	0.416544995	0.233648467
1128	0	2.877804865	1.371470283	2.10000985	2.583892618	0.44562788	0.260555823
1129	0	2.897924683	1.288244794	2.070969206	2.608720104	0.465039293	0.266018872
1130	0	2.907616117	1.326877037	2.073649331	2.721315392	0.454467452	0.317553672
1131	0	2.856603624	1.372074545	2.063884955	2.80992229	0.449748556	0.358736939
1132	0	2.876223405	1.42112274	2.07921044	2.892418558	0.445943205	0.367518113
1133	0	2.855500556	1.484308597	2.082901995	2.983911864	0.437473395	0.37121983
1134	0	2.823402141	1.506034842	2.090025787	3.032665098	0.415552152	0.37771338
1135	0	2.842881048	1.533111072	2.09959564	2.994186747	0.44532298	0.349716009
1136	0	2.891051278	1.608859388	2.100828851	2.984411203	0.483651997	0.3250264
1137	0	2.804946887	1.660757741	2.107891755	2.974026282	0.538332948	0.317233014
1138	0	2.755604206	1.720995367	2.123619634	2.944505724	0.588487946	0.312212354
1139	0	2.677277749	1.816569774	2.181183422	2.895733906	0.626924487	0.299688489
1140	0	2.692155468	1.880840314	2.273290788	2.879351016	0.624142049	0.303279955
1141	0	2.721299037	1.855224091	2.357630033	2.800023965	0.637475644	0.303302198
1142	0	2.810362206	1.837693164	2.400998009	2.705633664	0.592798006	0.280485676
1143	0	2.887414189	1.78931954	2.431656211	2.623712249	0.527704263	0.265683961
1144	0	2.969334668	1.67821818	2.404725674	2.615533258	0.499336396	0.264175706
1145	0	2.945611165	1.564521157	2.330933013	2.621575709	0.526463038	0.250370527
1146	0	2.916541142	1.576063724	2.250237422	2.651862477	0.532030336	0.227568115
1147	0	2.892702524	1.538518227	2.192905135	2.741330112	0.580722431	0.237411301
1148	0	2.935810712	1.560539375	2.143449921	2.807156069	0.635918692	0.240600159
1149	0	3.011998104	1.608017517	2.118998962	2.805948225	0.661295076	0.264031489
1150	0	3.656566148	1.94620295	2.163651077	2.837021593	0.672126413	0.40123352
1151	0	4.093274606	2.138309498	2.252637054	2.92262623	0.684473664	0.566956997
1152	0	4.393955861	2.341950921	2.313859959	2.938625871	0.703605029	0.699979861
1153	0	4.601245345	2.484445726	2.391785963	2.945783594	0.727638506	0.814984895
1154	0	4.760685807	2.61677569	2.49060569	3.011813206	0.75026154	0.891908313
1155	0	4.612797699	2.487668394	2.506756905	3.028773917	0.718550722	0.835776642
1156	0	4.376196584	2.351247985	2.477046752	2.983714445	0.678840928	0.716717882
1157	0	4.071433396	2.126460035	2.45500636	2.941699522	0.630458255	0.583798771
1158	0	3.677010876	1.859674326	2.37195888	2.893914783	0.564548501	0.426380996
1159	0	3.053920632	1.504853834	2.263346292	2.773032738	0.52799787	0.264435011
1160	0	3.021443191	1.458237944	2.209106289	2.650524494	0.533669829	0.218606971
1161	0	3.123370867	1.456111046	2.170470292	2.514848403	0.561528027	0.223274773
1162	0	3.251360077	1.567422118	2.179718444	2.419859344	0.575395838	0.213666894
1163	0	3.364785607	1.864007848	2.285374657	2.370580577	0.609086666	0.207151672
1164	0	3.497792074	2.087099822	2.359239213	2.35692935	0.589230716	0.20461082
1165	0	3.55550585	2.251761613	2.406106746	2.344546445	0.550367198	0.184332438
1166	0	3.654386896	2.373704395	2.438721326	2.38445016	0.48932713	0.168832645
1167	0	3.728022758	2.452390929	2.444408603	2.395489469	0.435839524	0.178582518
1168	0	3.806533825	2.324151455	2.378918961	2.401226644	0.353646025	0.189540881
1169	0	3.888653879	2.158239239	2.318193218	2.455635283	0.3080633	0.193084799
1170	0	4.013261856	1.946086872	2.274269045	2.560856776	0.300194101	0.214067552
1171	0	4.067219244	1.705224759	2.242751629	2.671634954	0.263384998	0.219057522
1172	0	4.10184247	1.439239572	2.148340057	2.777692581	0.228752282	0.204715388
1173	0	4.092033371	1.395673073	2.074199462	2.843070519	0.232205219	0.199385146
1174	0	4.030787836	1.375441604	2.000308782	2.855400078	0.255379427	0.204974425
1175	0	3.922358082	1.417239476	1.93731972	2.817008278	0.260375172	0.197233712
1176	0	3.830549558	1.424293127	1.874036689	2.757278942	0.312528208	0.199360191
1177	0	3.740740735	1.436059121	1.900024983	2.673234501	0.367637278	0.223289546
1178	0	3.696718732	1.489232931	2.022583618	2.604519437	0.44502725	0.238995663
1179	0	3.747529408	1.58374556	2.168989095	2.563613745	0.511843122	0.240556592
1180	0	3.830073836	1.616124189	2.281698899	2.584338289	0.607550795	0.256004746
1181	0	3.881067093	1.706744887	2.396342874	2.593951939	0.672177426	0.271262862
1182	0	3.906887712	1.760128841	2.481219147	2.600673096	0.723278807	0.246380757
1183	0	3.887977229	1.792681638	2.483314448	2.604240886	0.734289305	0.229391494
1184	0	3.755538213	1.757764354	2.454590409	2.628968482	0.742829036	0.235705829
1185	0	3.535252851	1.763093019	2.410880214	2.591853259	0.731709709	0.225308223
1186	0	3.340811219	1.729727069	2.355264548	2.614475794	0.738021267	0.203332541
1187	0	3.161691179	1.704046163	2.307668663	2.684235048	0.743316616	0.221893077
1188	0	3.037658945	1.651312624	2.288914432	2.750697915	0.753821936	0.215655091
1189	0	3.021238775	1.632370627	2.249654154	2.801970454	0.723290632	0.180389183
1190	0	3.092027346	1.65711908	2.249663896	2.853854557	0.666100223	0.157214126
1191	0	3.030729409	1.706258944	2.239524597	2.797133294	0.583911535	0.15915829
1192	0	3.369438153	1.979163469	2.312732736	2.715801639	0.569022274	0.200807925
1193	0	3.621455205	2.248129033	2.406068095	2.645814035	0.538054896	0.287442114
1194	0	3.840114072	2.461712259	2.521356873	2.56525312	0.605896771	0.385520977
1195	0	4.022228139	2.601164445	2.621965368	2.523897978	0.747371902	0.466537581
1196	0	4.198499883	2.709068157	2.72971067	2.580351895	0.900879415	0.519066218
1197	0	4.086631295	2.645190423	2.734659592	2.595404666	0.972082671	0.485230568
1198	0	4.012648722	2.519130698	2.729426596	2.582721781	1.032750827	0.401216235
1199	0	4.053479389	2.388952016	2.729357882	2.65130776	1.017654112	0.282822837
1200	0	4.180953791	2.276648569	2.714588621	2.689777827	0.906463378	0.161356943
1201	0	4.358373564	2.152318336	2.666484154	2.73339494	0.746554116	0.05350298
1202	0	4.593853858	2.120836533	2.667298247	2.805653205	0.557787199	0.035746777
1203	0	4.765106419	2.100162278	2.653824254	2.883158091	0.366829033	0.066215482
1204	0	4.827794532	2.062765432	2.64104827	2.833868814	0.209525453	0.133477514
1205	0	4.823865664	2.057480266	2.640023903	2.797385817	0.152177378	0.190096276
1206	0	4.773914102	2.107739191	2.682241732	2.731680002	0.120228856	0.228967643
1207	0	4.734955993	2.218547232	2.724800354	2.647179443	0.111953414	0.232387483
1208	0	4.680041325	2.381649626	2.772660348	2.515871466	0.09336606	0.214336708
1209	0	4.659667753	2.539035051	2.799953582	2.451465455	0.101589632	0.171159601
1210	0	4.656051615	2.634831136	2.817194119	2.371960926	0.106984476	0.131134677
1211	0	4.665400627	2.687463544	2.79757352	2.288637951	0.097063254	0.109266766
1212	0	4.661070326	2.690407506	2.767928776	2.215171339	0.10594378	0.109426529
1213	0	4.641985239	2.65680761	2.721220761	2.28289618	0.115021571	0.142179884
1214	0	4.627031727	2.620338119	2.684605778	2.395671122	0.10951385	0.176150883
1215	0	4.622714398	2.570027572	2.641340607	2.540078102	0.155879459	0.21732391
1216	0	4.605759391	2.516287675	2.671369697	2.739566383	0.210299476	0.232819825
1217	0	4.5663531	2.496511204	2.684282186	2.897975887	0.289506774	0.242069545
1218	0	4.53528682	2.469188717	2.700769289	2.950989015	0.36884664	0.221299704
1219	0	4.455425479	2.366629252	2.684530252	2.975054742	0.433829703	0.228250709
1220	0	4.309890645	2.285120979	2.664148121	2.942532446	0.42185912	0.229626228
1221	0	4.097705385	2.197293438	2.517158863	2.803162755	0.457551855	0.250533094
1222	0	3.841367715	2.064639135	2.378971697	2.648576825	0.461722827	0.285655505
1223	0	3.552194161	1.924476191	2.311591722	2.546754606	0.454885304	0.330266292
1224	0	3.356219964	1.991351502	2.361287961	2.508389538	0.527281514	0.355312588
1225	0	3.756575693	2.317992411	2.495662895	2.574312497	0.713647891	0.428588439
1226	0	4.09573065	2.590809836	2.699031357	2.697581282	0.824033164	0.520208571
1227	0	4.362120908	2.812203963	2.86240696	2.839218597	0.924127722	0.587298652
1228	0	4.566932226	2.999023579	2.930659933	2.95120512	1.027605872	0.661293182
1229	0	4.701260213	3.077780369	2.906545092	2.957287284	1.045210399	0.724143433
1230	0	4.508373968	2.927850106	2.781031216	2.883253025	0.928040925	0.705294528
1231	0	4.283990454	2.757339407	2.602851681	2.822578594	0.826147971	0.640940137
