num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
144	0	4.012787408	3.207463011	2.967965466	2.358938117	1.312393457	0.539444088
145	0	4.183072417	3.445669765	3.094635689	2.464593181	1.328419353	0.634738929
146	0	4.306682718	3.62680542	3.165386072	2.556718696	1.382881807	0.712371655
147	0	4.338117001	3.643333991	3.234206405	2.619341115	1.413000827	0.764994193
148	0	4.168042561	3.514189119	3.195550607	2.643962618	1.416429311	0.755120587
149	0	3.992199722	3.323013525	3.147027515	2.689169906	1.398217879	0.734030306
150	0	3.787657634	3.134276741	3.050410414	2.721550783	1.397952309	0.715125467
151	0	3.546815071	2.931458742	3.005910374	2.756316461	1.386148211	0.739161937
152	0	3.376707843	2.876219344	2.997952723	2.786452229	1.373478109	0.782953779
153	0	3.450000831	2.969986309	3.028673447	2.781175907	1.37278972	0.853469703
154	0	3.445673554	3.094259978	3.081183716	2.746586928	1.421652806	0.911077351
155	0	3.446098844	3.109133745	3.149779681	2.696594848	1.475259924	0.951369369
156	0	3.449449097	3.076644758	3.164813057	2.624811592	1.539219169	0.910323632
157	0	3.411664396	3.010771025	3.128409322	2.591196738	1.60356006	0.872502973
158	0	3.423501824	2.931019669	3.123247606	2.619680265	1.628100521	0.83636509
159	0	3.482384175	2.844832086	3.128892741	2.697727676	1.63021859	0.815464214
160	0	3.549710669	2.846556736	3.142629701	2.788289255	1.606972788	0.827642809
161	0	3.609057351	2.881168088	3.175210073	2.863802436	1.560057504	0.886779189
162	0	3.660146818	2.966489649	3.265037053	2.889911698	1.531626761	0.939255259
163	0	3.571259757	3.050722121	3.321153446	2.877835641	1.584398936	1.009882708
164	0	3.553277989	3.315505055	3.322970205	2.812485754	1.620563279	1.092759484
165	0	3.584492125	3.563669272	3.351031485	2.805075862	1.753326174	1.195314752
166	0	3.909502114	3.789072845	3.466721739	2.829740207	1.857561446	1.357993777
167	0	4.171094602	3.945298717	3.51272939	2.862525008	1.938422721	1.482305494
168	0	4.437440026	4.066824963	3.559243859	2.934573058	1.927025059	1.561165418
169	0	4.588367757	4.00029031	3.622524775	3.055218424	1.924810425	1.603923294
170	0	4.672675605	3.854718211	3.636143606	3.083305767	1.78297594	1.574872978
171	0	4.567715032	3.661033761	3.502161839	3.108978311	1.690010868	1.438889439
172	0	4.524750303	3.557008456	3.448453709	3.140673912	1.677557	1.423521702
173	0	4.457351713	3.50189478	3.424018478	3.153831686	1.741936877	1.427995742
174	0	4.437174853	3.622410232	3.41511316	3.12377327	1.803406542	1.45066474
175	0	4.452366205	3.771730587	3.400907428	3.092974714	1.899390297	1.514387237
176	0	4.474659509	3.858583157	3.447879403	3.063602443	1.911622808	1.59823179
177	0	4.325058549	3.785199449	3.361831918	3.046998584	1.774086548	1.465942103
178	0	4.167076884	3.644311247	3.208277887	3.022194609	1.596432597	1.310254799
179	0	3.95251228	3.455012471	3.010067088	2.995363439	1.355962501	1.12377521
180	0	3.687527038	3.230234099	2.870698971	2.999826643	1.109317779	0.908755748
181	0	3.520244662	3.060140497	2.801941635	2.972053881	0.892177574	0.69012138
182	0	3.557788755	3.036108713	2.895757807	2.904645519	0.901108113	0.7027169
183	0	3.502598149	3.044609811	3.033138712	2.838249269	1.004328147	0.714028209
184	0	3.440519685	3.069898662	3.13940171	2.806378692	1.155403918	0.733268883
185	0	3.352223483	3.102421838	3.181083409	2.759744542	1.296659938	0.740275932
186	0	3.276494962	3.09611505	3.152761226	2.729719951	1.421689729	0.727464736
187	0	3.238399275	3.120140904	3.061623122	2.701711665	1.496106562	0.709948618
188	0	3.365869442	3.185369255	2.942984879	2.685723223	1.475855533	0.693898396
189	0	3.487787811	3.228654348	2.81904836	2.589961655	1.41749846	0.672219665
190	0	3.625578518	3.21836489	2.689706113	2.540720127	1.299782446	0.668924154
191	0	3.77758942	3.20972856	2.670538905	2.494600258	1.170667756	0.690726474
192	0	3.833802762	3.156202478	2.688994764	2.55800691	1.110355586	0.756658779
193	0	4.010422564	3.266176731	2.938950621	2.599217387	1.295561378	1.116330951
194	0	4.179535693	3.365668009	3.194777398	2.730481505	1.468940632	1.388574236
195	0	4.347521915	3.494097224	3.414252699	2.835216591	1.642478537	1.60298554
196	0	4.491686571	3.611559542	3.554653476	2.97047702	1.786831719	1.76665256
197	0	4.634474606	3.733169675	3.68328879	3.01343455	1.860056131	1.879722796
198	0	4.593560001	3.592607242	3.605410695	3.052126797	1.729652478	1.745436801
199	0	4.557223422	3.465228614	3.460070328	3.074214961	1.593423063	1.577875793
200	0	4.485521814	3.39182587	3.30193889	3.063820122	1.455769941	1.359013027
201	0	4.348417382	3.342812346	3.148021864	2.992928992	1.335475013	1.106237769
202	0	4.216187265	3.274553072	2.968314339	2.949958781	1.326738518	0.815546721
203	0	4.202154403	3.422510065	3.01654363	2.922870816	1.4838917	0.797276137
204	0	4.141986697	3.52462697	3.114837217	2.889694305	1.593904744	0.795947241
205	0	4.034012944	3.481349186	3.15270315	2.867365383	1.656159711	0.812997952
206	0	3.969932072	3.384151397	3.161420239	2.855136037	1.661049662	0.793915061
207	0	3.840342815	3.284380058	3.138261379	2.868628825	1.558553823	0.768057156
208	0	3.725472723	3.160977005	3.038038434	2.910747704	1.430886148	0.737149462
209	0	3.695579566	2.995756702	2.889843441	2.922566692	1.30607538	0.684710345
210	0	3.732850548	2.940173971	2.751379388	2.975193299	1.181435646	0.624912379
211	0	3.795699232	2.941378089	2.650734232	3.037838985	1.092548524	0.596032482
212	0	3.880790611	2.941895081	2.629359004	3.028279257	1.06364785	0.564039741
213	0	3.953858651	2.927722281	2.678622312	2.954805919	1.049750786	0.562775425
214	0	3.893425576	2.997652404	2.764339857	2.932114	1.040314977	0.595222804
215	0	3.860701077	3.145929269	2.876845642	2.872115025	1.10747739	0.64927034
216	0	3.802238698	3.294389964	2.976601542	2.841981114	1.191812703	0.688593407
217	0	3.760350531	3.44718883	3.028220781	2.914223847	1.367758651	0.748633059
218	0	3.672738766	3.591988512	3.072664315	3.017100834	1.512168544	0.82451157
219	0	3.717293632	3.701171226	3.113271767	3.047636132	1.632643361	0.898352131
220	0	3.727261128	3.715716642	3.164686566	3.066226369	1.685758114	0.930625279
221	0	3.712120165	3.682481366	3.169756658	3.049701305	1.708546222	0.968022168
222	0	3.693307532	3.623458116	3.170250501	2.991487918	1.64225205	1.006900551
223	0	3.744113687	3.568433418	3.195947586	2.931951753	1.555829773	1.014884622
224	0	4.169913036	3.781564647	3.322166729	2.936077978	1.544918769	1.195890863
225	0	4.562414492	3.72961852	3.401383144	3.009711867	1.710872849	1.406827125
226	0	4.871202034	3.702130014	3.509985625	3.107222006	1.863753498	1.580644115
227	0	5.099782148	3.680027123	3.625804444	3.196136754	2.017991134	1.706538517
228	0	5.265789375	4.057417097	3.692791843	3.255487999	2.161629474	1.810704944
229	0	5.185223459	3.969765357	3.595444425	3.263813545	2.197102198	1.712380484
230	0	4.981799735	3.94002381	3.478115623	3.186846213	2.054199922	1.532590477
231	0	4.681746205	3.906833309	3.311186482	3.087028233	1.892003913	1.299912672
232	0	4.253559035	3.86221575	3.068968803	2.968380955	1.680532556	1.024410629
233	0	3.556378349	3.266573285	2.780097482	2.874406419	1.385610003	0.703576529
234	0	3.130751542	2.82992862	2.651844487	2.814076998	1.13273301	0.639877786
235	0	2.978098488	2.833230929	2.516732493	2.815428334	1.036822054	0.669071482
236	0	2.931284586	2.880587236	2.458385905	2.771790154	0.972706604	0.71901945
237	0	3.06198684	2.987381306	2.488091016	2.71993477	0.966183135	0.789963094
238	0	3.328987442	3.059517336	2.559062912	2.64036771	1.026181162	0.816528915
239	0	3.555398788	3.176607984	2.649520758	2.590054997	1.110619662	0.827126387
240	0	3.760590533	3.287811259	2.791262496	2.545716148	1.252497957	0.823654505
241	0	3.92702985	3.333923821	2.840074011	2.575924471	1.324152286	0.832658148
242	0	3.993246762	3.333223034	2.826426483	2.651307466	1.363246615	0.792783747
243	0	3.94397498	3.326503113	2.799435847	2.747199981	1.361778847	0.785868263
244	0	3.897147628	3.270132158	2.757249064	2.774982127	1.327329585	0.779715445
245	0	3.835802401	3.142969405	2.68331248	2.800532509	1.282857433	0.78197952
246	0	3.822295595	3.038207648	2.675430623	2.821136984	1.26272079	0.754081253
247	0	3.862593143	2.958547238	2.717871748	2.8658794	1.249411351	0.748356147
248	0	3.923533288	2.8827024	2.740356164	2.875986139	1.255416946	0.70978684
249	0	3.928457807	2.78540649	2.722238918	2.938692327	1.245605226	0.69354782
250	0	3.933934323	2.748304291	2.676747887	2.993573228	1.174460695	0.689299796
251	0	3.846748895	2.699252347	2.583868431	3.014558495	1.074968686	0.706508835
252	0	3.664104432	2.619853044	2.467259037	2.928719234	0.979108048	0.73105723
253	0	3.468876648	2.519419229	2.392969173	2.831035144	0.852438199	0.7555491
254	0	3.290035435	2.473998227	2.373199889	2.70517164	0.737935245	0.75731765
255	0	3.082624989	2.428643412	2.373967288	2.541319672	0.678375158	0.736485265
256	0	2.951595317	2.387407108	2.417771369	2.392154622	0.64506277	0.689264762
257	0	2.933579376	2.360850348	2.443853185	2.359803845	0.601100073	0.642030905
258	0	2.929652144	2.334433291	2.415663756	2.351485044	0.59732242	0.613123282
259	0	3.014800105	2.256595719	2.376596454	2.347225316	0.596717759	0.594110154
260	0	3.116480926	2.188035639	2.375240755	2.441226098	0.655571101	0.6074166
261	0	3.262314326	2.183928095	2.337832393	2.491859764	0.743869342	0.672847257
262	0	3.442521499	2.204324166	2.344978646	2.540949777	0.832622967	0.712184374
263	0	3.623904333	2.254328032	2.387267847	2.664594897	0.885405561	0.735283489
264	0	3.702626267	2.343139777	2.423681311	2.765754621	0.980915853	0.744425542
265	0	3.731117991	2.367001776	2.414099244	2.782500893	0.999352008	0.717993352
266	0	3.718890664	2.315143431	2.418056737	2.878700993	0.978278855	0.631175274
267	0	3.627445924	2.260963574	2.401698782	2.987982122	0.968259975	0.572850967
268	0	3.441964536	2.24351395	2.431093898	3.024025655	1.027613638	0.533023615
269	0	3.27059782	2.20357224	2.465271204	3.062998687	1.030075071	0.494404623
270	0	3.123426099	2.273976886	2.532362787	3.115630002	1.102008748	0.497309111
271	0	2.90886693	2.409932463	2.613284194	3.094397751	1.182922236	0.542647939
272	0	2.737017032	2.514457437	2.680569497	3.02624858	1.270415557	0.564955535
273	0	2.674572422	2.570784098	2.709538839	2.947680012	1.311404127	0.582712791
274	0	2.607280865	2.688985762	2.778898066	2.882292553	1.377528809	0.623237536
275	0	2.557307371	2.794871963	2.872252908	2.834455834	1.403916529	0.652489323
276	0	2.673639715	2.901260008	2.965076841	2.869127321	1.465711922	0.67490587
277	0	2.91835373	3.069897451	3.0510709	2.911821671	1.4933349	0.689648749
278	0	3.180418298	3.230112402	3.11190894	2.971882108	1.49714736	0.697999154
279	0	3.429690765	3.364194904	3.123981977	2.957267215	1.487046326	0.691351058
280	0	3.623304805	3.470375062	3.099223343	2.939696388	1.477638439	0.667259601
281	0	3.806365336	3.576184664	3.056857629	2.858416646	1.401668795	0.644227806
282	0	3.871992676	3.622079394	3.014405432	2.81580026	1.359579871	0.645985951
283	0	3.860496634	3.664970116	3.0104727	2.792144214	1.38249895	0.635188259
284	0	3.852202428	3.670484637	3.016779989	2.839858528	1.437432874	0.648073014
285	0	3.845495755	3.665780686	3.013047707	2.857511015	1.487771676	0.673333932
286	0	3.732354808	3.604261152	3.019565766	2.870932003	1.555793647	0.687764509
287	0	3.669492141	3.525791585	3.014430065	2.835495447	1.577402737	0.702555943
288	0	3.667558345	3.410875949	2.954783897	2.809673996	1.527583647	0.730866618
289	0	3.629190744	3.293741919	2.905673021	2.752049437	1.401543669	0.719080514
290	0	3.63606382	3.152479832	2.89182855	2.744902475	1.291193711	0.706818688
291	0	3.732644893	3.0057859	2.864453284	2.778190825	1.172284583	0.696093772
292	0	3.799413334	2.884954493	2.834135224	2.857877093	1.062875875	0.656456976
293	0	3.835098848	2.76283264	2.85590168	2.882545561	1.019949084	0.611734468
294	0	3.813787563	2.626282834	2.869017516	2.913054941	1.034965012	0.597553228
295	0	3.736154248	2.542151657	2.881662673	2.905659207	1.01165916	0.568303976
296	0	3.839838242	2.901958667	2.994154607	2.933268108	1.041405275	0.655071743
297	0	3.986267349	3.243665838	3.12640213	3.029898403	1.101886832	0.760985096
298	0	4.152508325	3.515948349	3.229344539	3.139415526	1.135843443	0.869443377
299	0	4.358963786	3.760784153	3.325884907	3.250155581	1.189877369	0.963722767
300	0	4.584701223	4.002857807	3.421295984	3.370949736	1.252575104	1.08500557
301	0	4.602595761	4.029324545	3.394593517	3.438761839	1.212809985	1.069969483
302	0	4.578203668	3.992750889	3.3490463	3.37981129	1.134958818	1.037203734
303	0	4.521135246	3.951725311	3.319858075	3.312331939	1.084591329	0.995233656
304	0	4.41953047	3.888445546	3.28944789	3.266694682	1.026321233	0.953677062
305	0	4.145831687	3.681515356	3.189223453	3.174881937	0.961905745	0.869680774
306	0	3.964579418	3.5662068	3.144551363	3.103931628	0.989988007	0.867582835
307	0	3.805247038	3.506446149	3.088855329	3.112620945	1.126155058	0.870831815
308	0	3.622232147	3.445747078	2.979273056	3.126521643	1.276091581	0.903688755
309	0	3.417029602	3.430274649	2.846527101	3.069531776	1.45004286	0.911694885
310	0	3.457862564	3.540065541	2.798866058	3.083015802	1.597556941	0.925643114
311	0	4.156797153	3.780690485	2.967824584	3.073744051	1.799964007	0.998163686
312	0	4.575720615	3.98803957	3.155021883	3.065611076	1.896023083	1.088850815
313	0	4.883192481	4.163532847	3.351227295	3.070300601	1.94331375	1.136778204
314	0	5.124155171	4.293422935	3.536776184	3.105747253	1.920077849	1.208507933
315	0	5.315753285	4.383995322	3.668917037	3.056707958	1.916631294	1.282598469
316	0	5.181949948	4.299935581	3.609072602	2.989077308	1.774009423	1.249889074
317	0	4.996383932	4.149879621	3.497965569	2.935250214	1.642345101	1.18054277
318	0	4.76237568	3.955521716	3.34397383	2.837999704	1.508045222	1.100505461
319	0	4.461099928	3.665548801	3.114138013	2.737816297	1.417143578	0.986221064
320	0	3.972392423	3.305686526	2.847885011	2.715885514	1.22199806	0.822946025
321	0	3.879306634	3.148523505	2.745456982	2.719124884	1.149725015	0.724684472
322	0	3.869517191	3.115072383	2.696106424	2.68939187	1.106647728	0.648240322
323	0	3.842133023	3.096062841	2.677782951	2.715271136	1.078882835	0.599378929
324	0	3.793917983	3.158857366	2.722229541	2.736856626	1.051749147	0.574659037
325	0	3.741395621	3.204789065	2.760514242	2.739080979	1.109070595	0.587881652
326	0	3.771707221	3.288920205	2.803709051	2.746364146	1.097649899	0.611939212
327	0	3.7626514	3.322452992	2.854812419	2.837435918	1.100291554	0.651810471
328	0	3.778494762	3.365198879	2.871841555	2.87642718	1.124920038	0.683286116
329	0	3.774382097	3.401779796	2.834778076	2.923170338	1.146164194	0.691893086
330	0	3.799548468	3.422370326	2.787849228	2.965780211	1.138547293	0.696843392
331	0	3.699767712	3.338373345	2.723647489	3.003229189	1.154067677	0.684663601
332	0	3.555961699	3.257366612	2.613284012	2.936966391	1.116905448	0.646034009
333	0	3.338320832	3.174485904	2.526092218	2.874679153	1.021727247	0.61825466
334	0	3.136546971	3.121598088	2.532575338	2.795179573	0.941480616	0.641177844
335	0	2.94380092	3.085804277	2.570921152	2.707984088	0.86500663	0.675161677
336	0	2.9519677	3.09546811	2.597544072	2.696156114	0.807981107	0.746960368
337	0	3.124976131	3.100966789	2.65201381	2.739563918	0.78949444	0.823243438
338	0	3.315873466	3.059082421	2.697750531	2.80480769	0.801582308	0.895285411
339	0	3.428141702	2.962607359	2.68279921	2.847349288	0.764945086	0.919695138
340	0	3.500230333	2.831536456	2.637839854	2.891839951	0.755312599	0.931187435
341	0	3.522185539	2.750741213	2.663707745	2.871264137	0.81041465	0.955337832
342	0	3.470405527	2.827018808	2.725571935	2.902943825	1.03053282	1.054388769
343	0	4.023989106	3.375967315	2.797108921	2.931757591	1.232820647	1.158682827
344	0	4.422609979	3.763803369	2.838781824	3.013491444	1.515067928	1.327407431
345	0	4.718168076	4.061431166	2.912627652	3.091789376	1.739825644	1.47594011
346	0	4.943199395	4.281787782	2.922786543	3.138543732	1.880055613	1.55382668
347	0	5.12866187	4.416561412	2.867087268	3.129487062	1.890370709	1.546877231
348	0	4.998613651	4.293792485	2.824607157	3.120993528	1.89054421	1.505286517
