num_scan	state	face	maze	prep_face	pre_maze	rest
200	rest	0.000190231	4.55E-05	4.81E-05	0.000107102	0.999609
201	rest	1.42E-05	1.52E-05	6.58E-06	3.51E-06	0.99996
202	rest	3.74E-05	4.59E-05	3.90E-05	1.35E-05	0.999864
203	rest	9.04E-06	5.35E-06	2.64E-06	2.85E-06	0.99998
204	rest	1.89E-05	1.04E-05	4.17E-06	6.01E-06	0.99996
205	rest	2.09E-05	9.83E-06	2.39E-06	3.61E-06	0.999963
206	rest	8.35E-05	4.73E-05	4.29E-05	5.02E-05	0.999776
207	rest	0.000137434	2.83E-05	3.38E-05	7.31E-06	0.999793
208	rest	0.000255731	3.53E-05	3.20E-05	2.27E-05	0.999654
209	rest	3.92E-05	2.04E-05	7.57E-06	5.54E-06	0.999927
210	rest	0.000262387	7.47E-05	3.99E-05	0.000271614	0.999351
211	rest	0.000312354	0.000130679	4.72E-05	0.000286367	0.999223
212	rest	0.000645131	0.000493129	0.000199904	0.000300063	0.998362
213	rest	0.00018977	0.000424493	8.46E-05	3.66E-05	0.999265
214	rest	6.34E-05	0.000134843	0.000157426	1.67E-05	0.999628
215	rest	3.83E-05	2.43E-05	1.03E-05	1.31E-05	0.999914
216	rest	2.76E-05	1.73E-05	2.36E-05	5.34E-06	0.999926
217	rest	0.000137616	2.70E-05	3.36E-05	4.94E-05	0.999752
218	rest	0.000180108	3.13E-05	9.99E-05	0.000187569	0.999501
219	rest	0.00020205	4.22E-05	8.38E-06	2.74E-05	0.99972
220	rest	0.000161579	4.61E-05	1.54E-05	0.000111856	0.999665
221	rest	0.000215017	0.000136836	6.54E-05	7.04E-05	0.999512
222	rest	4.74E-05	2.35E-05	6.84E-06	1.16E-05	0.999911
223	rest	0.000110081	0.000119742	3.52E-05	0.000108479	0.999627
224	rest	0.000125962	0.000125617	4.99E-05	1.56E-05	0.999683
225	rest	0.000267934	5.79E-05	4.81E-05	0.000366408	0.99926
226	rest	8.58E-05	8.53E-05	1.41E-05	4.01E-05	0.999775
227	rest	1.80E-05	1.35E-05	7.69E-06	1.32E-05	0.999948
228	rest	4.28E-05	2.85E-05	2.26E-05	2.84E-05	0.999878
229	rest	0.000136296	4.51E-05	3.82E-05	0.000139115	0.999641
230	rest	1.51E-05	9.15E-06	1.53E-05	2.63E-05	0.999934
231	rest	0.00017522	0.000112357	0.00015091	8.00E-05	0.999482
232	rest	6.52E-05	4.30E-05	2.27E-05	7.12E-05	0.999798
233	rest	3.62E-05	2.94E-05	1.15E-05	1.34E-05	0.999909
234	rest	9.09E-05	6.03E-05	2.27E-05	0.000141821	0.999684
235	rest	0.000326792	0.000121221	0.000266363	0.00023047	0.999055
236	rest	0.00153641	0.000184609	5.93E-05	0.000132653	0.998087
237	rest	0.000619107	0.000120135	6.30E-05	8.27E-05	0.999115
238	rest	0.000764052	0.000105666	0.000221179	0.000211386	0.998698
239	rest	0.000135579	5.50E-05	2.63E-05	2.93E-05	0.999754
240	rest	0.000114017	3.89E-05	4.44E-05	0.000132742	0.99967
241	rest	0.000176423	0.000125942	5.37E-05	0.000107778	0.999536
242	rest	0.000225408	8.78E-05	5.66E-05	0.000122534	0.999508
243	rest	3.63E-05	5.00E-05	7.24E-06	4.13E-05	0.999865
244	rest	6.60E-05	4.30E-05	5.18E-05	3.25E-05	0.999807
245	rest	0.000285986	0.000240846	0.000303058	2.33E-05	0.999147
246	rest	0.000117694	0.000137818	4.66E-05	1.64E-05	0.999681
247	rest	0.000165013	0.00012577	3.00E-05	6.53E-06	0.999673
248	rest	0.00025297	0.000156305	9.59E-05	0.000120487	0.999374
249	rest	9.67E-05	0.000100354	5.15E-05	1.82E-05	0.999733
250	rest	0.000131595	0.000110047	2.68E-05	7.24E-05	0.999659
251	rest	7.13E-05	6.07E-05	2.58E-05	8.55E-05	0.999757
252	rest	0.000105639	0.000135716	5.05E-05	7.12E-05	0.999637
253	rest	5.95E-05	3.62E-05	2.69E-05	8.95E-05	0.999788
254	rest	0.000206777	8.59E-05	9.32E-05	0.000212754	0.999401
255	rest	0.000233956	0.000116959	6.83E-05	3.32E-05	0.999548
256	rest	0.000196963	8.96E-05	0.000176361	0.000150391	0.999387
257	rest	0.000186477	0.000117865	0.000110722	5.60E-05	0.999529
258	rest	0.000307452	5.77E-05	4.91E-05	3.92E-05	0.999547
259	rest	0.000162893	8.24E-05	3.76E-05	3.60E-05	0.999681
260	rest	0.000245554	6.36E-05	2.45E-05	7.62E-05	0.99959
261	rest	0.000173836	0.000102178	8.09E-05	4.88E-05	0.999594
262	rest	5.26E-05	3.53E-05	3.77E-05	7.89E-06	0.999866
263	rest	5.81E-05	3.18E-05	0.000100409	0.000100298	0.999709
264	rest	0.000147219	6.43E-05	2.78E-05	6.44E-05	0.999696
265	rest	0.000350168	0.00015653	0.00022631	6.82E-05	0.999199
266	rest	3.65E-05	2.14E-05	1.51E-05	2.02E-05	0.999907
267	rest	6.64E-05	4.72E-05	6.39E-05	0.000150108	0.999672
268	rest	8.56E-05	8.53E-05	4.53E-05	0.000126405	0.999657
269	rest	0.000103439	3.66E-05	2.24E-05	6.29E-05	0.999775
270	rest	0.000185595	0.000100131	3.63E-05	0.000121536	0.999556
271	rest	0.000215096	0.000117174	3.41E-05	2.36E-05	0.99961
272	rest	1.85E-05	1.83E-05	1.64E-05	2.18E-05	0.999925
273	rest	6.47E-05	4.45E-05	2.18E-05	3.99E-06	0.999865
274	rest	0.000205868	0.000125596	0.000129825	4.03E-05	0.999498
275	rest	0.000633556	0.000463355	0.000768282	8.73E-05	0.998047
276	rest	0.00184929	0.000469732	0.000323701	0.000358165	0.996999
277	rest	0.00119494	0.000251294	5.54E-05	0.00015858	0.99834
278	rest	0.00040853	7.49E-05	3.87E-05	5.62E-05	0.999422
279	rest	6.02E-05	2.55E-05	1.42E-05	2.20E-05	0.999878
280	rest	4.54E-05	6.21E-05	2.08E-05	3.06E-05	0.999841
281	rest	0.000126193	0.000267498	0.000303927	0.000128525	0.999174
282	rest	0.00028146	0.000131874	0.000131526	3.83E-05	0.999417
283	rest	0.000214671	9.55E-05	6.14E-05	3.81E-05	0.99959
284	rest	0.000618169	0.000211513	6.19E-05	3.51E-05	0.999073
285	rest	0.000338387	9.90E-05	0.000129107	0.000112059	0.999321
286	rest	0.000593279	0.000183094	0.000170788	4.09E-05	0.999012
287	rest	9.61E-05	4.49E-05	1.38E-05	1.66E-05	0.999829
288	rest	3.75E-05	2.85E-05	8.31E-06	5.73E-06	0.99992
289	rest	7.22E-05	0.000110191	7.39E-05	0.000289026	0.999455
290	rest	0.000137811	0.000162182	3.88E-05	9.42E-05	0.999567
291	rest	0.000332206	0.000170962	0.000117882	0.000111451	0.999267
292	rest	2.16E-05	6.96E-06	9.29E-06	1.28E-06	0.999961
293	rest	9.15E-05	7.60E-05	4.88E-05	5.84E-05	0.999725
294	rest	6.06E-05	7.81E-05	0.000339035	4.03E-05	0.999482
295	rest	7.29E-05	8.80E-05	3.12E-05	6.24E-05	0.999746
296	rest	4.23E-05	2.68E-05	1.67E-05	8.46E-06	0.999906
297	rest	7.68E-05	8.41E-05	4.19E-05	0.000171174	0.999626
298	rest	0.000145848	9.47E-05	0.000105711	7.25E-05	0.999581
299	rest	0.000107517	7.20E-05	3.42E-05	8.93E-05	0.999697
300	rest	1.54E-05	1.17E-05	8.39E-06	1.87E-05	0.999946
301	rest	7.23E-05	0.000141635	0.00016442	1.71E-05	0.999605
302	rest	0.000334631	6.94E-05	0.000436918	0.000286099	0.998873
303	rest	0.000470533	8.58E-05	0.00026579	9.74E-05	0.999081
304	rest	0.000614494	5.10E-05	3.73E-05	9.84E-05	0.999199
305	rest	0.000101244	1.19E-05	9.72E-06	1.52E-05	0.999862
306	rest	5.17E-05	3.42E-05	7.65E-05	1.92E-05	0.999818
307	rest	5.01E-05	2.08E-05	8.77E-05	7.64E-05	0.999765
308	rest	2.64E-05	2.32E-05	4.33E-05	2.73E-05	0.99988
309	rest	2.54E-05	3.47E-06	1.29E-05	1.74E-05	0.999941
310	rest	8.54E-05	3.12E-05	6.96E-05	5.48E-05	0.999759
311	rest	2.13E-05	1.06E-05	1.36E-05	1.79E-05	0.999937
312	rest	0.000132759	3.68E-05	0.000167082	5.75E-05	0.999606
313	rest	0.000468717	6.23E-05	0.00037482	6.84E-05	0.999026
314	rest	0.000823273	0.000144062	0.000354561	0.000214923	0.998463
315	rest	0.000520489	6.94E-05	3.79E-05	7.99E-05	0.999292
316	rest	0.000349095	3.95E-05	4.26E-05	2.13E-05	0.999548
317	rest	0.000471286	6.92E-05	0.000200386	5.55E-05	0.999204
318	rest	0.000179348	5.05E-05	0.000314344	4.14E-05	0.999414
319	rest	0.000695796	0.000322446	0.000563679	0.00037543	0.998043
320	rest	0.00234894	0.00236965	0.00095753	0.000966204	0.993358
321	rest	0.001744	0.00325559	0.0010697	8.56E-05	0.993845
322	rest	0.00228694	0.00386063	0.000793709	0.000497037	0.992562
323	rest	0.00262978	0.00514819	0.00133064	0.000108879	0.990783
324	rest	0.00226429	0.00140955	0.000717882	0.000188581	0.99542
325	rest	0.00181733	0.000440303	0.000290763	0.000164714	0.997287
326	rest	0.000816389	0.000103724	3.91E-05	8.53E-05	0.998955
327	rest	0.000280654	4.14E-05	3.77E-05	6.05E-05	0.99958
328	rest	0.000287705	8.87E-05	7.04E-05	0.000132365	0.999421
329	rest	6.99E-05	1.47E-05	1.99E-05	2.81E-05	0.999867
330	rest	8.49E-05	3.93E-05	0.000115082	0.000110569	0.99965
331	rest	0.000187155	3.30E-05	1.84E-05	7.86E-06	0.999754
332	rest	0.000109102	4.49E-05	0.000156898	5.02E-05	0.999639
333	rest	0.000162642	1.24E-05	5.07E-05	7.83E-05	0.999696
334	rest	0.00086537	0.000113813	0.000233497	0.000688187	0.998099
335	rest	0.000283721	6.97E-05	9.52E-05	7.15E-05	0.99948
336	rest	0.000283426	4.18E-05	6.99E-05	0.000121434	0.999483
337	rest	0.00180582	0.000127112	0.000319166	0.000251631	0.997496
338	rest	0.00805551	0.00108804	0.00285842	0.00474395	0.983254
339	rest	0.0679029	0.0150139	0.0703373	0.0108951	0.835851
340	rest	0.421666	0.0493471	0.10459	0.0878163	0.33658
341	rest	0.599339	0.106185	0.0157745	0.000586507	0.278115
342	rest	0.644281	0.0910713	0.0112087	0.000700232	0.252739
343	rest	0.670944	0.0747888	0.00344933	0.000454575	0.250363
344	rest	0.630558	0.0615724	0.000299661	0.000113014	0.307457
345	rest	0.337403	0.0278494	0.000627029	0.000873036	0.633247
346	rest	0.231062	0.0136125	0.000599184	0.000656174	0.754071
347	rest	0.0528329	0.00188639	6.84E-05	0.000242161	0.94497
348	rest	0.0243845	0.000294864	7.41E-05	7.45E-05	0.975172
349	rest	0.0134546	0.000164985	5.21E-05	4.19E-05	0.986286
350	rest	0.00218057	3.07E-05	3.85E-05	9.43E-05	0.997656
351	rest	7.32E-05	1.94E-05	2.00E-05	9.69E-06	0.999878
352	rest	3.71E-05	4.30E-05	1.64E-05	3.64E-05	0.999867
353	rest	7.60E-05	4.09E-05	4.46E-05	4.22E-05	0.999796
354	rest	0.000249109	3.91E-05	5.55E-05	4.54E-05	0.999611
355	rest	0.0012339	0.000161422	0.00031375	0.000254539	0.998036
356	rest	0.0171074	0.0022707	0.0313671	0.000928054	0.948327
357	rest	0.0764028	0.0254377	0.162927	0.00502393	0.730208
358	rest	0.268658	0.0293095	0.134502	0.00726638	0.560264
359	rest	0.430411	0.0373376	0.00578339	0.000664631	0.525804
360	rest	0.411405	0.0349798	0.00111315	0.000249503	0.552253
361	rest	0.172855	0.0187606	0.000466858	0.000124192	0.807794
362	rest	0.0241772	0.000970374	2.47E-05	1.53E-05	0.974812
363	rest	0.00846095	0.00010684	6.46E-05	3.02E-05	0.991337
364	rest	0.00152251	3.30E-05	1.24E-05	1.44E-05	0.998418
365	rest	0.000418408	8.71E-05	0.000214226	0.000669349	0.998611
366	rest	6.88E-05	7.79E-05	2.29E-05	6.86E-05	0.999762
367	rest	8.33E-05	3.22E-05	2.53E-05	2.46E-05	0.999835
368	rest	0.000106103	0.000104408	7.06E-05	8.56E-05	0.999633
369	rest	0.000346056	0.000241268	0.000785842	0.000426313	0.998201
370	rest	0.000108446	7.32E-05	0.000111919	7.18E-05	0.999635
371	rest	5.18E-05	1.96E-05	1.15E-05	7.15E-06	0.99991
372	rest	5.47E-05	2.62E-05	0.000118125	3.31E-05	0.999768
373	rest	0.000377289	4.20E-05	8.37E-05	0.000456852	0.99904
374	rest	0.000700102	0.000383185	0.000335865	0.000331636	0.998249
375	rest	0.000438303	0.000152755	6.32E-05	5.88E-05	0.999287
376	rest	0.000142576	0.000123283	9.40E-06	2.31E-05	0.999702
377	rest	1.41E-05	1.08E-05	1.35E-05	7.36E-06	0.999954
378	rest	6.91E-05	2.75E-05	1.66E-05	1.85E-05	0.999868
379	rest	6.68E-05	2.31E-05	4.11E-05	0.000163131	0.999706
380	rest	2.37E-05	1.18E-05	2.54E-05	2.65E-05	0.999913
381	rest	0.000210399	7.20E-05	0.000141386	0.000122095	0.999454
382	rest	0.000104731	2.94E-05	3.09E-05	0.000115596	0.999719
383	rest	0.000175312	7.61E-05	3.64E-05	7.80E-05	0.999634
384	rest	0.000115174	3.38E-05	5.25E-05	0.000138173	0.99966
385	rest	0.000119944	1.77E-05	0.000111716	1.02E-05	0.99974
