num_scan	state	face	maze	prep_face	pre_maze	rest
40	rest	4.76E-05	3.99E-05	2.44E-05	1.88E-05	0.999869
41	rest	2.29E-05	1.50E-05	7.17E-06	7.45E-06	0.999947
42	rest	5.98E-06	3.14E-06	2.17E-06	2.65E-06	0.999986
43	rest	3.49E-05	2.32E-05	1.31E-05	2.48E-05	0.999904
44	rest	0.000113931	1.87E-05	1.97E-05	4.21E-05	0.999806
45	rest	0.000211208	2.01E-05	1.16E-05	5.07E-05	0.999706
46	rest	6.00E-05	5.30E-05	3.74E-05	4.15E-05	0.999808
47	rest	0.000138714	0.000190099	8.93E-05	1.28E-05	0.999569
48	rest	0.000733939	0.000368792	0.000153132	6.80E-05	0.998676
49	rest	0.00145184	0.000500833	0.000946965	0.000261062	0.996839
50	rest	0.00212218	0.00019032	5.59E-05	9.75E-05	0.997534
51	rest	0.000820843	0.000188946	2.99E-05	3.75E-05	0.998923
52	rest	0.000352403	0.000305192	0.000477961	6.88E-05	0.998796
53	rest	0.000142122	7.59E-05	2.79E-05	9.95E-06	0.999744
54	rest	0.0001625	9.61E-05	3.71E-05	1.05E-05	0.999694
55	rest	1.89E-05	7.24E-06	4.55E-06	3.42E-06	0.999966
56	rest	7.23E-05	4.39E-05	6.57E-05	2.21E-05	0.999796
57	rest	3.18E-05	2.71E-05	2.06E-06	8.27E-06	0.999931
58	rest	1.60E-05	2.09E-05	1.31E-05	1.91E-05	0.999931
59	rest	7.98E-06	5.02E-06	2.60E-06	5.54E-06	0.999979
60	rest	2.84E-05	4.72E-05	4.73E-05	1.98E-05	0.999857
61	rest	5.69E-05	2.09E-05	0.00015374	3.56E-05	0.999733
62	rest	6.17E-05	3.55E-05	8.02E-05	5.39E-05	0.999769
63	rest	3.05E-05	1.25E-05	2.22E-05	1.93E-05	0.999915
64	rest	9.44E-05	3.20E-05	0.000278164	6.26E-05	0.999533
65	rest	0.000802804	0.000341616	3.28E-05	0.000397527	0.998425
66	rest	0.000266268	0.000232599	5.08E-05	7.01E-05	0.99938
67	rest	0.0001074	7.57E-05	1.63E-05	1.10E-05	0.99979
68	rest	8.53E-05	3.51E-05	5.96E-05	4.24E-06	0.999816
69	rest	0.000119166	5.44E-05	8.05E-05	9.94E-05	0.999647
70	rest	0.000405034	9.81E-05	0.000125057	0.00010319	0.999269
71	rest	0.00014634	3.85E-05	5.00E-06	4.27E-05	0.999767
72	rest	0.000227524	6.73E-05	4.67E-05	3.89E-05	0.99962
73	rest	0.000467628	0.000144518	0.000329395	0.000112812	0.998946
74	rest	0.000595267	0.000185996	2.80E-05	2.11E-05	0.99917
75	rest	0.000628104	8.62E-05	3.23E-05	0.000222656	0.999031
76	rest	0.00025624	8.07E-05	2.01E-05	6.72E-05	0.999576
77	rest	0.00040482	0.000304019	8.15E-05	7.71E-06	0.999202
78	rest	0.000574858	0.000609625	0.00139392	0.000443613	0.996978
79	rest	0.000700236	0.000491107	0.000435727	3.95E-05	0.998333
80	rest	0.00134155	9.68E-05	0.000143394	3.75E-05	0.998381
81	rest	0.00283477	0.000194587	3.72E-05	4.64E-05	0.996887
82	rest	0.00493975	0.000229159	0.000158548	4.25E-05	0.99463
83	rest	0.0038892	0.000111252	2.25E-05	0.000165366	0.995812
84	rest	0.00248478	0.000209431	0.000106601	0.000116628	0.997083
85	rest	0.00170611	4.51E-05	9.13E-05	3.47E-05	0.998123
86	rest	0.00194543	7.58E-05	0.000195732	0.000244412	0.997539
87	rest	0.00156498	0.000208765	0.000141175	3.02E-05	0.998055
88	rest	0.000418871	2.73E-05	3.27E-05	1.54E-05	0.999506
89	rest	0.000383373	2.76E-05	1.55E-05	7.67E-05	0.999497
90	rest	0.00113592	0.000101556	0.00037505	9.04E-05	0.998297
91	rest	0.0012022	0.000170749	0.00013853	6.57E-05	0.998423
92	rest	0.00182014	0.000263522	0.000509074	4.81E-05	0.997359
93	rest	0.00113737	4.54E-05	4.59E-05	2.85E-05	0.998743
94	rest	0.000683191	5.19E-05	4.97E-05	4.77E-05	0.999168
95	rest	0.00145555	0.000201669	4.48E-05	9.82E-05	0.9982
96	rest	0.00108349	0.000271885	0.000114454	0.000259354	0.998271
97	rest	0.000307354	7.65E-05	1.86E-05	1.07E-05	0.999587
98	rest	0.000291192	9.94E-05	0.000307588	1.51E-05	0.999287
99	rest	0.000819992	5.15E-05	6.25E-05	1.95E-05	0.999046
100	rest	0.00050367	3.81E-05	7.65E-05	8.39E-05	0.999298
101	rest	0.000525676	3.91E-05	4.58E-05	3.52E-05	0.999354
102	rest	0.000444584	5.50E-05	0.000121537	2.83E-05	0.999351
103	rest	0.00232418	0.000267378	0.000243655	0.000113803	0.997051
104	rest	0.00225962	0.000219416	0.000206231	7.00E-05	0.997245
105	rest	0.00469445	0.000326799	8.16E-05	5.41E-05	0.994843
106	rest	0.000292751	6.10E-05	8.69E-06	1.48E-05	0.999623
107	rest	3.80E-05	1.37E-05	1.34E-05	1.67E-05	0.999918
108	rest	2.24E-05	1.79E-05	2.17E-05	1.19E-05	0.999926
109	rest	3.65E-05	3.67E-05	4.57E-05	4.46E-05	0.999836
110	rest	3.25E-05	3.89E-05	3.11E-05	1.31E-05	0.999884
111	rest	4.28E-05	3.40E-05	2.59E-05	2.41E-05	0.999873
112	rest	0.000189372	0.000113167	0.000241585	2.33E-05	0.999433
113	rest	0.000925563	0.000264498	0.000332289	4.86E-05	0.998429
114	rest	0.00159599	9.12E-05	0.000117842	4.84E-05	0.998147
115	rest	0.00109973	0.000192956	2.54E-05	3.47E-05	0.998647
116	rest	0.00058959	6.35E-05	3.85E-05	8.33E-06	0.9993
117	rest	0.00128544	0.000285393	0.000187655	0.000127848	0.998114
118	rest	0.00176223	0.000436552	0.000105712	0.000128118	0.997567
119	rest	0.000607916	3.07E-05	2.89E-05	1.84E-05	0.999314
120	rest	0.000717712	8.52E-05	6.16E-05	5.12E-05	0.999084
121	rest	0.000539122	0.000250746	0.000139821	0.000129145	0.998941
122	rest	0.000291613	0.000156608	0.000100125	9.18E-05	0.99936
123	rest	0.000260569	0.000113704	0.000159651	6.32E-05	0.999403
124	rest	0.000604911	0.000337969	0.000165257	4.99E-05	0.998842
125	rest	0.000333241	8.42E-05	1.40E-05	2.42E-05	0.999544
126	rest	0.00046459	0.000344939	6.45E-05	6.00E-05	0.999066
127	rest	0.000120095	5.51E-05	6.63E-05	1.31E-05	0.999745
128	rest	3.82E-05	2.74E-05	2.02E-05	1.68E-05	0.999897
129	rest	0.00012039	4.07E-05	0.000161398	3.76E-05	0.99964
130	rest	0.000152795	8.78E-05	5.60E-05	1.67E-05	0.999687
131	rest	7.27E-06	1.65E-06	1.41E-06	1.49E-06	0.999988
132	rest	9.19E-06	1.81E-05	1.24E-05	6.56E-06	0.999954
133	rest	0.000118697	7.57E-05	0.000219261	3.13E-05	0.999555
134	rest	0.000104373	8.46E-05	1.34E-05	5.99E-06	0.999792
135	rest	0.000137127	6.32E-05	2.06E-05	0.000145646	0.999633
136	rest	3.77E-05	3.80E-05	2.66E-05	1.14E-05	0.999886
137	rest	0.000647082	0.000581977	0.000557679	3.26E-05	0.998181
138	rest	0.00189225	0.000922902	0.000199287	0.000104657	0.996881
139	rest	0.00350345	0.00112557	0.000232788	0.000542981	0.994595
140	rest	0.00252591	0.00100881	0.000144103	5.52E-05	0.996266
141	rest	0.00193257	0.000114804	1.75E-05	6.08E-05	0.997874
142	rest	0.000685929	9.18E-05	1.55E-05	1.20E-05	0.999195
143	rest	0.000989677	4.79E-05	6.44E-05	4.44E-05	0.998854
144	rest	0.00152927	5.77E-05	3.89E-05	4.86E-05	0.998325
145	rest	0.0030625	9.68E-05	0.000379291	0.000159227	0.996302
146	rest	0.00507871	0.000273188	7.38E-05	4.33E-05	0.994531
147	rest	0.00769354	0.000659264	0.00101931	0.000340999	0.990287
148	rest	0.0117689	0.00129775	0.000766369	9.65E-05	0.98607
149	rest	0.0114831	0.00138898	0.000393473	0.000116061	0.986618
150	rest	0.0026507	8.47E-05	1.92E-05	2.74E-07	0.997245
151	rest	0.00437325	0.000197908	2.07E-05	5.80E-05	0.99535
152	rest	0.00643449	0.000707437	0.000298523	1.00E-04	0.99246
153	rest	0.0026936	0.000400246	0.000105457	8.51E-05	0.996716
154	rest	0.000610783	0.000101758	8.22E-05	3.96E-06	0.999201
155	rest	0.000700088	1.42E-05	4.04E-05	0.000200588	0.999045
156	rest	0.00138688	0.000155308	2.69E-05	1.77E-05	0.998413
157	rest	0.00215657	0.000619348	8.49E-05	5.82E-05	0.997081
158	rest	0.00159224	0.000446451	0.000255652	7.28E-05	0.997633
159	rest	0.00092218	0.000113373	1.37E-05	1.04E-05	0.99894
160	rest	0.00120412	0.000170819	4.33E-05	4.86E-05	0.998533
161	rest	0.00169431	8.03E-05	9.18E-05	8.10E-05	0.998053
162	rest	0.00128366	2.20E-05	1.99E-05	2.44E-05	0.99865
163	rest	0.000929629	8.48E-05	2.97E-05	7.33E-05	0.998883
164	rest	0.000465157	4.17E-05	1.39E-05	9.38E-05	0.999385
165	rest	0.00031562	0.00010644	6.51E-05	9.50E-05	0.999418
166	rest	0.000878919	0.0001924	0.000239333	0.00081616	0.997873
167	rest	0.00186665	0.00130406	0.000827835	0.000159304	0.995842
168	rest	0.000467052	0.000138004	2.11E-05	4.83E-05	0.999325
169	rest	0.00161509	0.000669451	0.000746868	0.000320042	0.996649
170	rest	0.00165996	0.00110441	0.000242487	0.000108966	0.996884
171	rest	0.00126181	0.000870202	0.000379808	7.70E-05	0.997411
172	rest	0.0018749	0.00055727	0.000152076	0.000111194	0.997305
173	rest	0.00069569	0.000388467	0.00055735	8.23E-05	0.998276
174	rest	0.00209237	0.000631477	0.00163615	6.56E-05	0.995574
175	rest	0.00424464	0.00092553	0.00930346	0.000200859	0.985326
176	rest	0.0105139	0.00204621	0.00397515	0.00171503	0.98175
177	rest	0.0074081	0.00176989	0.000114057	7.59E-05	0.990632
178	rest	0.005164	0.00100114	0.000147111	4.21E-05	0.993646
179	rest	0.00514146	0.000684413	0.000246417	0.000121354	0.993806
180	rest	0.00367342	0.000236274	5.08E-05	2.04E-05	0.996019
181	rest	0.000652149	9.65E-05	3.74E-05	1.01E-05	0.999204
182	rest	0.00015584	2.77E-05	3.15E-05	2.59E-05	0.999759
183	rest	6.05E-05	2.28E-05	3.71E-05	7.12E-06	0.999872
184	rest	3.04E-05	1.15E-05	2.04E-05	1.95E-05	0.999918
185	rest	0.00019509	0.000104734	9.62E-05	0.000136063	0.999468
186	rest	0.000140389	5.07E-05	1.34E-05	5.77E-05	0.999738
187	rest	0.000177488	5.69E-05	5.09E-05	5.34E-05	0.999661
188	rest	0.000176652	0.000226271	0.000329208	0.000145864	0.999122
189	rest	8.60E-05	7.59E-05	2.38E-05	7.96E-06	0.999806
190	rest	3.58E-05	3.72E-05	2.39E-05	1.20E-05	0.999891
191	rest	5.15E-05	6.15E-05	5.10E-06	1.47E-05	0.999867
192	rest	0.000245127	0.000433727	9.76E-05	6.38E-05	0.99916
193	rest	2.54E-05	3.50E-05	4.47E-05	4.41E-06	0.999891
194	rest	0.000370907	8.45E-05	0.00014301	0.000313541	0.999088
195	rest	0.000200502	0.000275282	0.000148445	2.27E-05	0.999353
196	rest	0.000202427	0.000144092	4.49E-05	0.000141941	0.999467
197	rest	0.000244827	0.000224489	0.000215998	5.63E-05	0.999258
198	rest	0.000425193	0.000237186	0.00010451	0.000111392	0.999122
199	rest	0.000204498	0.0002123	2.93E-05	2.92E-05	0.999525
200	rest	3.17E-05	4.53E-05	2.01E-05	6.41E-06	0.999897
201	rest	0.000225918	0.000240701	0.000164175	5.83E-05	0.999311
202	rest	0.000152698	0.000106568	0.000123982	6.77E-05	0.999549
203	rest	0.000122951	7.49E-05	2.04E-05	3.15E-05	0.99975
204	rest	0.000101893	0.000237559	4.93E-05	2.76E-05	0.999584
205	rest	0.000273709	0.000363611	0.000171465	6.08E-05	0.99913
206	rest	0.000152086	0.000465254	0.000241911	4.51E-05	0.999096
207	rest	8.70E-05	0.000170521	2.49E-05	4.53E-05	0.999672
208	rest	5.80E-05	6.10E-05	1.96E-05	8.11E-05	0.99978
209	rest	8.72E-05	3.68E-05	1.98E-05	7.37E-05	0.999783
210	rest	3.53E-05	1.52E-05	6.47E-06	4.43E-06	0.999939
211	rest	3.14E-05	1.77E-05	1.23E-05	1.66E-05	0.999922
212	rest	6.80E-05	3.71E-05	2.97E-05	2.87E-05	0.999836
213	rest	0.000173245	3.16E-05	3.42E-05	8.18E-05	0.999679
214	rest	0.000273811	9.21E-05	7.49E-05	0.00014916	0.99941
215	rest	0.000458998	0.000473594	0.000103652	0.000353304	0.99861
216	rest	7.44E-05	2.93E-05	1.58E-05	3.00E-06	0.999878
217	rest	0.000349307	2.43E-05	0.000168619	4.76E-06	0.999453
218	rest	0.00441195	0.000245797	5.73E-05	8.82E-05	0.995197
219	rest	0.00514105	0.00049613	9.59E-05	0.000214265	0.994053
220	rest	0.00347901	0.000563705	7.77E-05	2.90E-05	0.995851
221	rest	0.00172639	0.000254035	3.29E-05	9.48E-05	0.997892
222	rest	0.00118803	0.000580197	0.000211199	4.89E-05	0.997972
223	rest	0.00113232	0.00025345	0.000440191	0.000125197	0.998049
224	rest	0.00032573	0.000231317	2.24E-05	3.99E-05	0.999381
225	rest	0.000258437	0.000724679	7.34E-05	2.20E-05	0.998922
226	rest	0.00026783	0.000711694	5.23E-05	5.21E-06	0.998963
227	rest	0.000221443	0.00036471	5.21E-05	4.05E-05	0.999321
228	rest	0.000231821	4.99E-05	1.37E-05	0.000255943	0.999449
229	rest	0.000205762	9.41E-05	7.33E-05	2.78E-05	0.999599
230	rest	0.000515204	0.000147662	0.000231658	8.25E-05	0.999023
231	rest	0.00177206	0.000558746	0.000133953	9.85E-05	0.997437
232	rest	0.000635019	0.000127398	3.16E-05	0.000117353	0.999089
233	rest	6.36E-05	2.77E-05	3.09E-05	2.04E-05	0.999857
234	rest	1.53E-05	1.10E-05	1.79E-05	4.33E-06	0.999951
235	rest	2.36E-05	8.83E-06	1.85E-05	9.01E-06	0.99994
236	rest	0.000206871	4.59E-05	1.45E-05	0.000113627	0.999619
237	rest	0.000231286	4.76E-05	3.86E-05	1.24E-05	0.99967
238	rest	0.000520377	1.36E-05	7.58E-05	5.77E-06	0.999385
239	rest	0.00230835	0.000320953	0.00104176	0.000866619	0.995462
240	rest	0.00548433	0.0017343	0.00233856	0.000313386	0.990129
241	rest	0.00928613	0.00265959	0.000264799	0.000106685	0.987683
242	rest	0.0156397	0.00445319	0.00326858	7.14E-05	0.976567
243	rest	0.0639223	0.0101143	0.102496	0.00108084	0.822387
244	rest	0.218006	0.0101727	0.0247862	0.000727285	0.746308
245	rest	0.2668	0.0110883	0.00163029	0.000200827	0.72028
246	rest	0.273782	0.0110308	0.000132403	3.10E-05	0.715024
247	rest	0.254903	0.00766859	0.000139283	0.000187336	0.737102
248	rest	0.127546	0.00372221	0.000152961	2.68E-05	0.868552
249	rest	0.0518687	0.00160678	0.000214128	6.49E-06	0.946304
250	rest	0.00966311	8.07E-05	3.88E-06	1.13E-05	0.990241
251	rest	0.0012885	9.64E-05	2.65E-05	1.69E-05	0.998572
252	rest	0.000206745	1.75E-05	1.25E-05	1.82E-05	0.999745
253	rest	7.83E-05	3.34E-05	1.03E-05	5.29E-06	0.999873
254	rest	0.000223752	0.000237094	3.82E-05	9.56E-05	0.999405
255	rest	0.000845761	0.00169405	0.000694962	0.000751618	0.996014
256	rest	0.00105976	0.0010743	6.92E-05	8.04E-05	0.997716
257	rest	0.00136989	0.000560406	8.76E-05	1.01E-05	0.997972
258	rest	0.00104226	0.00021557	5.10E-05	8.99E-05	0.998601
259	rest	0.000270469	9.11E-05	4.03E-05	9.00E-05	0.999508
260	rest	0.000166376	0.000178404	0.000117616	2.11E-05	0.999517
261	rest	7.36E-05	0.000174812	6.70E-05	3.34E-05	0.999651
262	rest	6.75E-05	9.24E-05	2.43E-05	1.30E-05	0.999803
263	rest	7.56E-05	8.64E-05	6.43E-05	6.12E-05	0.999713
264	rest	8.46E-06	6.95E-05	3.10E-05	2.13E-05	0.99987
265	rest	5.77E-05	0.000116106	0.000119053	9.23E-05	0.999615
266	rest	2.87E-05	0.000395398	2.45E-05	2.01E-05	0.999531
267	rest	0.000153133	0.00153372	4.36E-05	0.000389864	0.99788
268	rest	0.000161494	0.0011086	4.97E-05	5.53E-05	0.998625
269	rest	0.000554141	0.00079384	0.000220378	0.000197388	0.998234
270	rest	8.83E-05	0.000188246	2.86E-05	3.98E-06	0.999691
271	rest	0.000106147	0.000142436	5.86E-05	6.22E-05	0.999631
272	rest	4.08E-05	0.000172307	5.20E-05	2.34E-05	0.999711
273	rest	2.82E-05	0.000121895	0.000392905	2.23E-05	0.999435
274	rest	0.000113846	0.000200675	3.18E-05	8.73E-05	0.999566
275	rest	0.000132187	0.000997439	0.000163665	0.000636575	0.99807
276	rest	0.000508162	0.00256751	0.000127672	0.000254595	0.996542
277	rest	0.00038381	0.00251992	0.00040465	6.56E-05	0.996626
278	rest	0.000530013	0.000895984	0.00071635	1.82E-05	0.997839
279	rest	0.00413545	0.00121509	0.000507608	1.28E-05	0.994129
280	rest	0.00470754	0.000694645	0.000515394	0.000177046	0.993905
281	rest	0.0165499	0.00142218	0.000359614	5.71E-05	0.981611
282	rest	0.0240081	0.0018961	0.000711131	9.23E-05	0.973292
283	rest	0.02887	0.00323901	0.00128438	0.000875812	0.965731
284	rest	0.0222187	0.00300028	0.000268418	0.000204413	0.974308
285	rest	0.0162599	0.00185479	8.47E-05	0.000220536	0.98158
286	rest	0.00746828	0.000813788	6.55E-05	0.000161465	0.991491
287	rest	0.000869184	7.35E-05	1.90E-05	3.17E-05	0.999007
288	rest	0.00113429	0.000316785	0.000180662	8.71E-05	0.998281
289	rest	0.000912283	0.000348186	0.000141809	2.53E-05	0.998572
290	rest	0.000631765	0.000179242	0.000143927	1.59E-05	0.999029
291	rest	0.00207738	0.000432242	0.000152825	7.42E-05	0.997263
292	rest	0.00176713	0.000450525	6.82E-05	5.19E-05	0.997662
293	rest	0.00128496	0.000206314	5.20E-05	1.57E-05	0.998441
294	rest	0.000245345	0.000125069	0.000126091	2.25E-05	0.999481
295	rest	0.000309006	0.000128273	7.84E-05	5.50E-05	0.999429
296	rest	0.00189511	0.000266282	0.000312569	0.000140341	0.997386
297	rest	0.00433383	0.000329821	4.42E-05	0.000135473	0.995157
298	rest	0.00444203	0.000633751	8.30E-05	0.000543214	0.994298
299	rest	0.00151469	0.000503215	7.12E-06	6.90E-05	0.997906
300	rest	0.000438357	0.000356301	9.77E-05	3.64E-05	0.999071
301	rest	0.000567321	0.000241497	2.67E-05	5.49E-05	0.99911
302	rest	0.000230825	0.000132223	2.75E-05	8.13E-05	0.999528
303	rest	0.000395686	0.000194793	5.30E-05	3.75E-05	0.999319
304	rest	0.000333269	0.000175837	0.000147613	4.79E-05	0.999295
305	rest	0.00032595	0.00015133	3.64E-05	1.69E-05	0.999469
306	rest	0.000197183	9.41E-05	6.61E-05	3.41E-05	0.999609
307	rest	0.00125989	0.00012568	0.000105551	5.11E-05	0.998458
308	rest	0.000804116	0.000166957	0.00013981	2.19E-05	0.998867
309	rest	0.000584862	0.000101015	5.74E-05	1.23E-05	0.999244
310	rest	0.000243626	9.26E-05	9.24E-06	1.84E-05	0.999636
311	rest	0.000177611	0.00052705	7.11E-05	1.80E-05	0.999206
312	rest	7.44E-05	3.54E-05	1.70E-05	9.83E-06	0.999863
313	rest	1.42E-05	1.55E-05	1.76E-05	2.69E-06	0.99995
314	rest	0.00020547	0.000124393	0.000147918	6.47E-05	0.999458
315	rest	0.00102363	0.000755419	2.97E-05	2.36E-05	0.998168
316	rest	0.000448958	0.000603383	1.08E-05	2.61E-05	0.998911
317	rest	0.000106336	2.86E-05	4.22E-06	3.24E-06	0.999858
318	rest	0.000168278	4.29E-05	5.18E-06	6.19E-06	0.999777
319	rest	9.09E-05	4.03E-05	1.48E-05	7.59E-05	0.999778
320	rest	2.87E-05	2.17E-05	1.50E-05	1.94E-06	0.999933
321	rest	4.18E-05	3.29E-05	3.30E-06	1.00E-05	0.999912
322	rest	0.000194735	7.91E-05	2.68E-05	5.11E-05	0.999648
323	rest	0.000103298	4.43E-05	2.67E-05	5.96E-05	0.999766
324	rest	0.000228146	7.37E-05	6.49E-05	3.59E-05	0.999597
325	rest	5.92E-05	1.21E-05	2.15E-05	9.90E-06	0.999897
326	rest	2.56E-05	6.03E-06	4.45E-06	2.35E-05	0.99994
327	rest	3.59E-05	1.44E-05	6.10E-06	7.30E-05	0.999871
328	rest	0.000106813	9.36E-05	8.53E-05	1.07E-05	0.999704
329	rest	0.000401296	0.000152968	0.000115932	2.34E-05	0.999306
330	rest	0.000889667	0.000173637	0.000113192	0.000278558	0.998545
331	rest	7.00E-05	4.99E-05	4.97E-05	1.29E-05	0.999818
332	rest	0.000184599	5.01E-05	0.000388236	4.36E-05	0.999333
333	rest	0.000501469	0.000298806	0.000304743	4.28E-05	0.998852
334	rest	0.00032929	0.000313852	0.000166263	6.13E-05	0.999129
335	rest	0.00041646	0.000217397	7.36E-05	4.39E-05	0.999249
336	rest	0.000344856	8.80E-05	6.47E-06	1.08E-05	0.99955
337	rest	6.87E-05	1.81E-05	9.49E-06	1.07E-05	0.999893
338	rest	0.000245709	9.26E-05	0.000166303	1.91E-05	0.999476
339	rest	9.38E-05	2.23E-05	5.04E-06	1.04E-05	0.999868
340	rest	7.09E-05	2.47E-05	4.88E-05	8.64E-06	0.999847
341	rest	2.40E-05	4.76E-06	5.11E-06	3.87E-06	0.999962
342	rest	0.000734402	0.000126506	8.48E-05	0.000262092	0.998792
343	rest	0.00012318	9.16E-05	5.34E-06	3.42E-06	0.999776
344	rest	0.000417546	0.000175013	0.000336503	3.65E-05	0.999034
345	rest	0.00126583	0.00059611	0.000422241	0.000471741	0.997244
346	rest	0.00244374	0.00194255	0.00055805	0.00233296	0.992723
347	rest	0.00262181	0.00589637	0.00030328	0.000916426	0.990262
348	rest	0.00290828	0.00593196	0.000152711	5.64E-05	0.990951
349	rest	0.00212476	0.00278138	3.92E-05	4.96E-05	0.995005
350	rest	0.00164377	0.00250486	4.49E-05	8.22E-05	0.995724
351	rest	0.000287142	0.000180646	6.74E-06	9.22E-06	0.999516
352	rest	7.73E-05	6.51E-05	1.75E-05	1.07E-05	0.999829
353	rest	1.12E-05	7.87E-06	1.55E-05	1.15E-05	0.999954
354	rest	4.92E-05	6.96E-05	6.40E-05	2.17E-05	0.999795
355	rest	2.96E-05	2.66E-05	3.07E-06	1.80E-05	0.999923
356	rest	1.72E-05	1.50E-05	3.91E-06	2.68E-06	0.999961
357	rest	4.78E-06	5.42E-06	2.90E-06	2.66E-07	0.999987
358	rest	3.70E-06	4.91E-06	7.87E-06	1.02E-05	0.999973
359	rest	5.50E-05	1.99E-05	7.75E-06	2.02E-05	0.999897
360	rest	3.78E-05	8.93E-05	5.11E-05	7.28E-05	0.999749
361	rest	0.000363652	0.000151675	0.00018505	0.000150004	0.99915
362	rest	0.000190164	0.000222248	0.000129196	1.48E-05	0.999444
363	rest	0.00017174	0.000298349	0.00011046	0.000272096	0.999147
364	rest	0.000237411	0.000185343	4.60E-05	4.13E-05	0.99949
365	rest	9.58E-05	0.000241866	1.46E-05	3.22E-05	0.999616
366	rest	7.88E-05	0.000226625	6.81E-05	2.98E-05	0.999597
367	rest	0.000243808	0.000532605	0.000182198	0.000149184	0.998892
368	rest	0.000115637	6.72E-05	9.11E-06	1.99E-06	0.999806
369	rest	7.90E-05	1.78E-05	1.08E-05	1.68E-05	0.999876
370	rest	1.68E-06	6.16E-07	1.23E-06	5.18E-07	0.999996
371	rest	1.27E-05	7.58E-06	6.53E-06	1.53E-05	0.999958
372	rest	8.06E-06	1.26E-05	2.87E-05	1.36E-05	0.999937
373	rest	3.18E-05	2.49E-05	5.13E-05	3.13E-05	0.999861
374	rest	2.90E-05	3.09E-05	3.79E-05	1.32E-05	0.999889
375	rest	0.000100565	5.17E-05	3.12E-05	2.07E-05	0.999796
376	rest	3.66E-05	4.69E-05	1.89E-05	3.60E-05	0.999862
377	rest	0.000176664	0.000201563	0.000131704	9.10E-05	0.999399
378	rest	0.000229345	9.23E-05	2.22E-05	4.42E-05	0.999612
379	rest	7.20E-05	1.93E-05	2.32E-05	4.25E-05	0.999843
380	rest	5.64E-06	7.92E-06	1.55E-05	2.89E-06	0.999968
381	rest	7.32E-05	7.06E-05	5.31E-05	1.12E-05	0.999792
382	rest	5.01E-05	2.02E-05	3.56E-05	4.38E-06	0.99989
383	rest	5.37E-05	2.39E-05	1.88E-05	4.66E-06	0.999899
384	rest	5.23E-05	3.81E-05	1.85E-05	4.09E-06	0.999887
385	rest	0.000126306	1.92E-05	1.34E-05	2.11E-05	0.99982
386	rest	3.72E-05	3.47E-05	3.35E-05	8.18E-06	0.999886
