num_scan	hypnogram	SW	delta	theta	alpha	sigma	beta
46	0	3.021401734	1.812667442	3.170464616	3.948794598	2.188251374	0.793346905
47	0	3.040651927	1.811448721	3.182594713	4.075090576	2.146415637	0.756205362
48	0	3.033227426	1.863661205	3.206710864	4.188840804	2.088124639	0.740635088
49	0	3.007993165	1.957211779	3.257924695	4.295539551	2.039257914	0.700052659
50	0	3.028607987	2.01723331	3.314493812	4.416732404	1.994173368	0.677868989
51	0	3.04237706	2.060475184	3.420369189	4.416644555	1.964228933	0.674104471
52	1	3.14060795	2.131404113	3.478849256	4.453495611	1.955758064	0.699285892
53	1	3.195069542	2.147174685	3.421075325	4.470584799	2.050873388	0.667233757
54	1	3.288042599	2.077470037	3.349224363	4.472648272	2.04497174	0.660266927
55	1	3.342282516	1.982291107	3.400674943	4.427395233	2.044070151	0.620699753
56	1	3.397643349	1.955954666	3.363800722	4.372650015	2.035229336	0.579099197
57	1	3.349368093	1.910866183	3.342047588	4.308297463	2.008862502	0.531571607
58	1	3.371798261	1.954977359	3.422568136	4.270804022	2.029424782	0.520384403
59	1	3.42775925	2.054000807	3.485522127	4.238028883	2.128813237	0.509214217
60	1	3.478655138	2.176353335	3.449316331	4.270842388	2.238721508	0.552844259
61	1	3.525440869	2.216720203	3.459831623	4.330292575	2.317919909	0.585955206
62	1	3.595748258	2.253571404	3.445243696	4.377589767	2.391619996	0.618578611
63	1	3.594876629	2.214535762	3.470974146	4.423865524	2.36153769	0.673705715
64	1	3.516111186	2.188557056	3.487353223	4.358246953	2.350757397	0.706212328
65	1	3.451001079	2.152227988	3.468113979	4.251792862	2.302342873	0.682605712
66	1	3.379618293	2.124085181	3.420370611	4.258035883	2.263881765	0.661120636
67	1	3.36531563	2.078167504	3.381333527	4.25626682	2.240368206	0.644550995
68	1	3.406903195	2.083962975	3.29654341	4.209933357	2.234975765	0.594225883
69	1	3.46113718	2.113481677	3.26320197	4.272248108	2.220887975	0.556854953
70	1	3.512129655	2.162171631	3.257696436	4.294789034	2.258673578	0.571088808
71	1	3.569508612	2.224143621	3.253518077	4.182783919	2.299453822	0.590407724
72	1	3.560207641	2.303325159	3.25634243	4.066643122	2.318691457	0.61830529
73	1	3.512224036	2.381142748	3.276339747	4.013893391	2.338856075	0.669484831
74	1	3.464367777	2.379871401	3.255136482	4.004190706	2.35700387	0.709648904
75	1	3.413934574	2.401090505	3.216881927	4.092468686	2.321734561	0.746666773
76	1	3.306148354	2.409658366	3.224716022	4.178573295	2.290705091	0.76742355
77	1	3.198417917	2.391046719	3.236511628	4.283551732	2.248971757	0.768708772
78	1	3.118150163	2.341892972	3.275415931	4.32502449	2.173697998	0.73813278
79	1	3.078344526	2.333203775	3.333087861	4.364157802	2.077388892	0.704279788
80	1	2.971863381	2.205153701	3.369900503	4.347747687	2.028901238	0.631277522
81	1	2.987981146	2.112364063	3.367785144	4.327644314	2.001371576	0.572996388
82	1	3.033788019	2.040352333	3.371563298	4.267744093	2.019673371	0.518901949
83	1	3.07918348	2.009723268	3.353717469	4.260425066	2.091377005	0.492343355
84	1	3.088517883	2.013742873	3.31894433	4.24145643	2.213059616	0.475985418
85	1	3.17651006	2.112843697	3.2940374	4.239869608	2.302155692	0.49851942
86	1	3.17083753	2.139925628	3.284240653	4.252012981	2.367762357	0.513122887
87	1	3.143404843	2.181855595	3.274215659	4.278436466	2.406877381	0.524608363
88	1	3.088393353	2.223339161	3.253272152	4.273971856	2.412580713	0.515341157
89	1	3.052902409	2.213827738	3.23476247	4.269653086	2.374686042	0.510381685
90	1	2.952646256	2.205360557	3.230478764	4.271230073	2.340618983	0.488433461
91	1	2.890453992	2.239397165	3.252885867	4.243792464	2.309353433	0.48443248
92	1	2.859301711	2.222452509	3.279761539	4.260753914	2.281890678	0.510921526
93	1	2.874171335	2.193540127	3.324363387	4.306360418	2.26474261	0.578884112
94	1	2.840344351	2.20330988	3.386619335	4.234088441	2.305790432	0.650817426
95	1	2.862198773	2.229801241	3.437961081	4.152313163	2.339796116	0.713375314
96	1	2.938698877	2.247867277	3.480104396	4.240977411	2.363550918	0.76507949
97	1	3.07470924	2.291273566	3.505985567	4.241030006	2.365898977	0.803984484
98	1	3.190890071	2.309788751	3.428623423	4.202849773	2.390990304	0.812417178
99	1	3.320406136	2.302600562	3.326841651	4.257090614	2.365848368	0.789312204
100	1	3.405134908	2.257286766	3.21552942	4.297532274	2.340530465	0.774766316
101	1	3.409614986	2.210813858	3.233689839	4.182582867	2.311605366	0.756468748
102	1	3.335409618	2.172897289	3.252758318	4.086681544	2.316990283	0.71609305
103	1	3.276985477	2.158062123	3.375299091	3.957977678	2.255621055	0.675737713
104	1	3.241402565	2.168871036	3.48278	3.869394801	2.214192395	0.657439824
105	1	3.228459594	2.206118483	3.567442372	3.806859387	2.152608873	0.63289414
106	1	3.301403715	2.242940591	3.534085903	3.795244164	2.06752984	0.588746891
107	1	3.394106209	2.284659599	3.526220033	3.866791691	1.953921365	0.563316578
108	1	3.478401924	2.342092604	3.528023053	4.024903398	1.907041631	0.547308735
109	1	3.620946775	2.397336196	3.534152646	4.18101738	1.819376297	0.535477364
110	1	3.74207517	2.432769112	3.446495159	4.320295313	1.762043874	0.527198684
111	1	3.81999161	2.442773809	3.358015498	4.40762215	1.74112441	0.531003351
112	1	3.875237194	2.416755863	3.231198893	4.443188857	1.734524231	0.554458317
113	1	3.875838227	2.405271496	3.085444251	4.425029376	1.730670562	0.592942271
114	1	3.746847906	2.407670828	2.909669344	4.372692562	1.765501995	0.606124587
115	1	3.602290126	2.401449332	2.909669344	4.318586973	1.826736093	0.619471471
116	1	3.398836895	2.416658707	2.909669344	4.264251667	1.895765955	0.654242205
117	1	3.225380086	2.477954697	2.909669344	4.227144829	1.926542801	0.636103077
118	1	3.165437866	2.520512805	2.909669344	4.224878663	1.927924029	0.587904752
119	1	3.188442887	2.514552023	2.909669344	4.245487622	1.933056596	0.58283583
120	1	3.244009621	2.575460468	3.037275871	4.222617546	1.88907233	0.585316419
121	1	3.406070829	2.644124676	3.097820116	4.218731855	1.837171113	0.552669983
122	1	3.539564291	2.671056114	3.173276694	4.204926607	1.83850106	0.563769034
123	1	3.620129709	2.644647514	3.250084704	4.178388775	1.854754387	0.596071108
124	1	3.723414002	2.631688954	3.316910647	4.126062377	1.897376462	0.585240068
125	1	3.805277687	2.521497065	3.287350496	4.079026501	1.982405194	0.565659039
126	1	3.845576971	2.381517373	3.314839501	3.988638929	2.0561862	0.572095633
127	1	4.128593732	2.380728745	3.339851693	3.874014829	2.104791495	0.570310098
128	1	4.693179771	2.548424076	3.312475397	3.736277514	2.194882625	0.61291619
129	1	5.05286613	2.716144416	3.293454157	3.61440732	2.247279651	0.6680724
130	1	5.306637426	2.908523535	3.303702776	3.571298626	2.25546195	0.712312018
131	1	5.506251442	3.072716207	3.304590488	3.645156546	2.271476058	0.745039534
132	1	5.56541733	3.121818912	3.282657199	3.740305318	2.307953267	0.779437184
133	1	5.363778268	3.036157515	3.308896725	3.881594969	2.246518732	0.71978522
134	1	5.115533629	2.942521464	3.32849668	4.045364871	2.198698221	0.68169981
135	1	4.802861388	2.822674896	3.298778039	4.193893534	2.191218753	0.665544046
136	1	4.346733316	2.672795659	3.279472916	4.301318717	2.174955609	0.661300521
137	1	3.861081994	2.553739577	3.269338825	4.271781155	2.098235048	0.644434561
138	1	3.905293394	2.549078886	3.253276259	4.212851448	2.107781723	0.679497174
139	1	3.892055251	2.577454486	3.250798118	4.113255258	2.089047783	0.669493676
140	1	3.951649655	2.750578761	3.297913699	3.958406823	2.037432691	0.638270942
141	1	4.042076433	2.939523072	3.317166359	3.75235415	1.991000245	0.601389613
142	1	4.146358207	3.121606811	3.309765625	3.94120399	1.981290212	0.560056292
143	1	4.189796875	3.297395117	3.320256529	4.064290603	1.928930694	0.506747075
144	1	4.253861165	3.410860579	3.289962312	4.134103914	1.924076396	0.473363714
145	1	4.185061098	3.384649522	3.230778971	4.209555663	1.944011544	0.438031788
146	1	4.067228946	3.307376554	3.165417234	4.289355708	1.962454356	0.382262511
147	1	3.888872978	3.208610381	3.121313708	4.243526938	2.005346425	0.368527716
148	1	3.778277633	3.072062127	3.05684736	4.252082274	2.070435138	0.373075055
149	1	3.647762902	2.942680557	3.060057179	4.335492518	2.119548122	0.37561657
150	1	3.637512727	2.929463215	3.050878949	4.37351956	2.184777356	0.398167
151	1	3.723855204	3.064964132	3.108073056	4.398865111	2.228364594	0.440921624
152	1	3.859951247	3.163015613	3.178343855	4.447453467	2.232135962	0.435492919
153	1	3.922860499	3.251950129	3.24365315	4.456643526	2.24440986	0.423441968
154	1	3.968920047	3.322843485	3.256348595	4.420137495	2.231473677	0.438217964
155	1	4.02576837	3.422999958	3.291634424	4.42028204	2.158532853	0.448461854
156	1	4.004127388	3.369936573	3.246614359	4.408713042	2.093372246	0.428851514
157	1	3.928080192	3.341516488	3.182586043	4.385266637	2.100336935	0.419535139
158	1	3.880226966	3.3111285	3.119041927	4.384479821	2.11587842	0.449722229
159	1	3.865309993	3.287801117	3.086059827	4.356025627	2.147999043	0.444727273
160	1	3.803492228	3.128284066	3.005000559	4.313857503	2.208027936	0.424223971
161	1	3.821418807	3.068170913	2.984485677	4.279002916	2.288690233	0.445454743
162	1	3.899634363	2.991373069	3.009678678	4.224852507	2.348495492	0.496754854
163	1	3.905051491	2.909613859	3.030828578	4.153867793	2.363424589	0.502014243
164	1	3.884326898	2.807087781	3.052432107	4.15116362	2.397507204	0.532991456
165	1	3.941744744	2.850067633	3.133042419	4.178022686	2.439829665	0.587107066
166	1	3.9050278	2.877725229	3.221531901	4.218382588	2.455038807	0.6388899
167	1	3.809916294	2.942008648	3.27739657	4.235832404	2.410011642	0.674179455
168	1	3.79008023	2.979666935	3.335542902	4.298132067	2.377211097	0.722925084
169	1	3.80465281	3.061701695	3.373326799	4.336810509	2.301955361	0.76450295
170	1	3.693450116	3.114022743	3.372204061	4.347271093	2.210329871	0.787261281
171	1	3.688138402	3.154976345	3.326465733	4.345368733	2.094450444	0.76740717
172	1	3.703238167	3.141818857	3.263846335	4.376915325	2.023925684	0.73037461
173	1	3.772443401	3.145602818	3.180725424	4.338182693	1.985547297	0.676308023
174	1	3.820352413	3.121056525	3.119611476	4.321602066	2.012934731	0.59531255
175	1	3.967602277	3.055145842	3.078141489	4.292131679	2.038810367	0.504566163
176	1	4.05982422	3.005333529	3.096601282	4.2580567	2.09071509	0.466048882
177	1	4.149950503	2.988211913	3.161163738	4.190153513	2.108803333	0.460167304
178	1	4.14844754	3.035858797	3.258780925	4.165277506	2.080442378	0.46600467
179	1	4.120657475	3.046850427	3.329281615	4.076572371	1.968934676	0.512775308
180	2	4.014464109	3.090696491	3.409896759	4.009745602	1.84331928	0.574222809
181	2	3.900568103	3.115987807	3.460943009	3.948397117	1.686637472	0.601316217
182	2	3.765461655	3.169039268	3.47075924	3.935828149	1.575063141	0.627556198
183	2	3.624778378	3.124251866	3.429006725	3.926337302	1.520133607	0.659715442
184	2	3.513892965	3.104049511	3.403332369	4.006326254	1.580710058	0.659357951
185	2	3.494626566	3.071524765	3.336950193	4.119906035	1.687656488	0.656721243
186	2	3.460034572	3.026142021	3.267091677	4.235863043	1.869986542	0.661125022
187	2	3.429697981	2.850785913	3.1848672	4.316756563	2.044751644	0.621928963
188	2	3.476972275	2.683894829	3.148190096	4.384374344	2.183115295	0.544306421
189	2	3.508755517	2.479575143	3.083933068	4.41336257	2.265894668	0.473012919
190	2	3.567573682	2.274130916	3.045018208	4.383284055	2.323616428	0.366815406
191	2	3.635786244	2.031831837	2.975072566	4.325227714	2.289791044	0.263550527
192	2	3.695481343	2.040473894	2.939576897	4.252912528	2.196484677	0.203834597
193	2	3.737355544	2.172882983	2.876401683	4.176779747	2.074516396	0.194920703
194	2	3.81686436	2.321067423	2.820322763	4.100624046	1.983071432	0.213017653
195	2	3.763877886	2.440986733	2.781593101	4.095685539	1.851256524	0.276739729
196	2	3.70756	2.554527631	2.792489058	4.14312257	1.794089824	0.318614431
197	2	3.681754461	2.597163055	2.777024041	4.187496735	1.814127722	0.360011437
198	2	3.734195326	2.688825068	2.855945776	4.230922454	1.86322803	0.429305322
199	2	3.717032659	2.776759452	2.93395981	4.243195517	1.905058147	0.498832357
200	2	3.797440456	2.888401874	2.977040929	4.239061048	1.992138449	0.631220318
201	2	3.881939113	3.034784156	3.019420804	4.205398927	2.102623116	0.777440454
202	2	3.919734583	3.1613757	3.105970625	4.214827638	2.165811428	0.900491078
203	2	3.82479477	3.133916204	3.092326744	4.234795839	2.208065523	0.973661401
204	2	3.741486335	3.08895008	3.077997812	4.283544548	2.205472939	1.019936587
205	2	3.621818186	3.000121029	3.08241173	4.256585038	2.163393032	0.997435294
206	2	3.420364103	2.874550291	3.089463064	4.213164667	2.020263433	0.986819247
207	2	3.244086971	2.787868734	3.080793745	4.128986435	1.895559052	1.013373071
208	2	3.234478994	2.829441319	3.118608803	4.020234802	1.793252781	1.074120249
209	2	3.234653429	2.939273415	3.205976468	3.902212112	1.7986084	1.154268506
210	2	3.564607953	3.175759038	3.287191251	3.931480721	1.84248775	1.20587366
211	2	3.926028045	3.374417398	3.340171449	4.005192817	1.958478582	1.235326624
212	2	4.204745232	3.541058545	3.360000026	4.097174964	2.032997762	1.243035476
213	2	4.419873001	3.563535131	3.351825228	4.197640331	2.082350904	1.250917062
214	2	4.62043229	3.689926481	3.254130664	4.306170866	2.036634145	1.256642964
215	2	4.64454593	3.681794565	3.143710107	4.343358193	1.978307912	1.323747733
216	2	4.622437704	3.640666561	3.043533845	4.366196573	1.901655686	1.374459776
217	2	4.570483877	3.557233843	2.968560709	4.381901527	1.828968474	1.407842713
218	2	4.490744952	3.574184448	2.923635732	4.389031911	1.751033615	1.41735793
219	2	4.362242596	3.413984463	2.945785554	4.379741439	1.72521435	1.409305612
220	2	4.271309688	3.290532049	2.988721867	4.369430905	1.700954453	1.376401849
221	2	4.158432964	3.1720608	3.017582069	4.345366391	1.751123502	1.351169482
222	2	4.014594616	3.040779113	3.037392314	4.305673357	1.806715932	1.346592898
223	2	3.866025064	2.94738812	3.05561903	4.245598494	1.906372414	1.341485927
224	2	3.670321143	2.872742214	3.090126662	4.165737736	2.049205667	1.345873677
225	2	3.531805331	2.810395929	3.12392226	4.131854984	2.192735284	1.328348377
226	2	3.476449083	2.748246917	3.2113979	4.158605968	2.250750888	1.282708329
227	2	3.552177311	2.741543519	3.189231943	4.230730169	2.301108196	1.182052915
228	2	3.597002658	2.701692439	3.163973908	4.18183807	2.28483979	1.059566486
229	2	3.718358978	2.679922729	3.263929109	4.144353711	2.199080828	0.88213685
230	2	3.829783549	2.671765796	3.313220756	4.237353024	2.057817233	0.688111471
231	2	3.88152815	2.667910016	3.286211818	4.261037472	1.940467377	0.52026014
232	2	3.873707939	2.676230772	3.312829926	4.25054117	1.794859807	0.414967144
233	2	3.898332003	2.695150988	3.324031857	4.366216091	1.757670328	0.377099326
234	2	3.877601184	2.762859974	3.215852806	4.483608494	1.775391524	0.442885595
235	2	3.816112466	2.835516635	3.115536623	4.478113389	1.857131214	0.534004492
236	2	3.758777342	2.894191683	3.039458078	4.474918164	1.890553997	0.59989566
237	2	3.701113685	2.925791785	3.028792431	4.451017112	1.952234858	0.648732659
238	2	3.654667303	2.963033148	3.078879837	4.390518094	1.94871327	0.665734042
239	2	3.930958983	2.995015997	3.113375022	4.272341072	1.963507524	0.635731588
240	2	4.221930261	3.021422256	3.159299073	4.176790643	1.980566178	0.584747075
241	2	4.463653557	3.058460755	3.244709169	4.143127078	2.075168157	0.552409997
242	2	4.652139485	3.099061864	3.312730771	4.143958017	2.196923429	0.541665311
243	2	4.801567522	3.123974518	3.33414102	4.191565955	2.30342598	0.536694406
244	2	4.72148235	3.067676698	3.354133562	4.275418175	2.354148055	0.556586925
245	2	4.556457287	3.027858023	3.367962568	4.296179622	2.367768957	0.63043016
246	2	4.343908903	3.034738113	3.338851416	4.22327091	2.326036557	0.678320577
247	2	4.112036479	3.129909343	3.351875209	4.14290684	2.191764552	0.708208032
248	2	3.84165808	3.345054221	3.361690543	4.08515277	2.102132259	0.755018959
249	2	3.962324002	3.557457499	3.354968251	4.062451552	2.055372818	0.773612797
250	2	4.257534949	3.713086193	3.402905432	4.071126552	2.044579569	0.787690436
251	2	4.507973269	3.832700909	3.475147029	4.139689809	2.065455743	0.819159038
252	2	4.680583984	3.867084873	3.497156884	4.207408654	2.15915141	0.861003802
253	2	4.800105229	3.764712485	3.535548152	4.223044546	2.140750076	0.868097518
254	2	4.791859764	3.668442553	3.598906942	4.206497101	2.136760013	0.89868658
255	2	4.6443471	3.571359128	3.570824018	4.20630403	2.117813578	0.840884147
256	2	4.454891108	3.447532134	3.505156921	4.214879445	2.113308211	0.768698115
257	2	4.24443613	3.339414157	3.435382392	4.199771004	2.07927502	0.682403672
258	2	4.001474121	3.334723621	3.353874282	4.200280712	2.118579231	0.650359997
259	2	3.870022685	3.252696222	3.214537161	4.182795911	2.11616587	0.59796372
260	2	3.871451505	3.138645586	3.160622488	4.117819691	2.128295173	0.623086123
261	2	3.825283101	2.990511064	3.162536062	4.039364	2.114046915	0.664864589
262	2	3.811359492	2.891585911	3.187890738	4.005275685	2.089692108	0.70289944
263	2	3.796201155	2.851054105	3.22996801	4.02430524	2.059892967	0.68614545
264	2	3.753400287	2.8999198	3.329161748	4.061827029	2.038329962	0.694483999
265	2	3.742354575	3.025134264	3.393891342	4.151715417	1.97382023	0.70147335
266	2	3.812862307	3.180604081	3.418254719	4.255363436	1.913441849	0.684902057
267	2	3.888833166	3.30889265	3.433794653	4.21671529	1.875077864	0.665969248
268	2	3.973470496	3.349850088	3.461848165	4.258397827	1.84909506	0.659815184
269	2	4.0484298	3.367848139	3.438473213	4.311586693	1.824081287	0.623238034
270	2	4.115415127	3.329248827	3.410725871	4.345941356	1.82862875	0.594948754
271	2	4.152881787	3.276247995	3.397982036	4.347064459	1.836736854	0.58227919
272	2	4.103123323	3.180993463	3.381103938	4.406007861	1.863103398	0.570115221
273	2	4.045554263	3.112511346	3.289655405	4.371137207	1.848383435	0.564584215
274	2	4.00499307	3.121583403	3.226690012	4.30704948	1.854911597	0.575327688
275	2	3.902069135	3.151569669	3.159337745	4.233108025	1.867614061	0.548835524
276	2	3.812313844	3.171957998	3.082807133	4.169611973	1.874976964	0.494629929
277	2	3.834732732	3.199215696	3.005779158	4.182832802	1.847148755	0.445586406
278	2	3.860256612	3.233488591	2.973494539	4.220219424	1.842054708	0.398889189
279	2	3.891931254	3.162621991	2.918544493	4.305650568	1.813354245	0.385508571
280	2	3.979161706	3.149467631	2.904803204	4.371326339	1.811868957	0.457280984
281	2	4.029890112	3.170964936	2.903967831	4.408301472	1.81063101	0.564787166
282	2	4.007793975	3.210049416	2.923241485	4.434863143	1.828550276	0.675459483
283	2	4.011609931	3.256327126	2.987673132	4.42183416	1.866223327	0.775155503
284	2	3.955926408	3.33248394	3.094045491	4.371861579	1.923812519	0.822189364
285	2	3.903142589	3.321993227	3.176092226	4.340983668	1.978220985	0.822688472
286	2	3.812365785	3.253924046	3.269858103	4.351071408	2.045893916	0.803227354
287	2	3.756830042	3.172737082	3.36573089	4.333037692	2.127236522	0.75627892
288	2	3.680242953	3.05939294	3.42464206	4.305081585	2.183581088	0.703611532
289	2	3.754516718	3.069685419	3.473238743	4.277252478	2.226123108	0.676413373
290	2	3.786204769	3.140079598	3.49144188	4.239726659	2.211609327	0.674461676
291	2	3.905455683	3.232732903	3.479288387	4.192849484	2.178326589	0.692350997
292	2	4.031662797	3.31701405	3.433078151	4.164046766	2.120521817	0.727912501
293	2	4.106859189	3.395094721	3.392575578	4.1686629	2.067716305	0.766290939
294	2	4.037627709	3.282833171	3.313859164	4.167160911	2.045774177	0.79592222
295	2	3.977863119	3.120933029	3.246112757	4.196594795	2.068833845	0.767831598
296	2	3.844705127	2.964412046	3.196014954	4.204442433	2.084269714	0.711448572
297	2	3.634871571	2.821941762	3.211336662	4.201766787	2.096753176	0.636240671
298	2	3.426745698	2.708313503	3.289897325	4.192691402	2.117954418	0.563269308
299	2	3.399352929	2.77387675	3.383292123	4.174852399	2.099332106	0.500554257
300	2	3.415386652	2.932989468	3.483482579	4.101391304	2.13542836	0.509640929
301	2	3.570616575	3.117737887	3.562732273	4.009072908	2.207056128	0.523939842
302	2	4.156938406	3.24331712	3.568037024	3.905099831	2.263097969	0.564023434
303	2	4.529553932	3.350772332	3.504502644	3.752351732	2.317050718	0.577010471
304	2	4.781766645	3.497792055	3.451548336	3.725494245	2.364967096	0.591316587
305	2	4.959349242	3.561543166	3.372857337	3.714842712	2.315319848	0.614596402
306	2	5.090970718	3.53489295	3.319227848	3.777901859	2.234260015	0.682697031
307	2	4.935039749	3.524434713	3.345597096	3.893420695	2.160880942	0.727395241
308	2	4.73810026	3.476364718	3.401174721	4.040209002	2.029034605	0.788374759
309	2	4.503269156	3.333603214	3.420997535	4.051830997	1.901371453	0.820216295
310	2	4.272131303	3.219535987	3.467817152	4.073449837	1.862459386	0.805545307
311	2	3.927898309	3.148599167	3.497910185	4.058132471	1.832155526	0.746991256
312	2	3.986206387	3.027635241	3.49113941	4.009469141	1.813391905	0.708356315
313	2	4.081592068	2.971748546	3.45557116	3.942984084	1.841963397	0.651353168
314	2	4.163086624	2.974774249	3.410654005	3.939741744	1.938679827	0.60736613
315	2	4.140456341	3.000429716	3.354000568	3.944920294	2.047317669	0.592956969
316	2	4.171492602	3.031904135	3.267668612	3.960535563	2.133538486	0.586801104
317	2	4.133304996	3.10568333	3.170740938	4.00528018	2.227211683	0.54154692
318	2	4.092725174	3.152568971	3.117833637	4.045561979	2.319741651	0.497904944
319	2	4.046798833	3.208174657	3.149433363	4.067072282	2.315116334	0.45795662
320	2	4.105117827	3.208634645	3.171131832	4.097897775	2.270545969	0.425747783
321	2	4.108305944	3.209588713	3.22439507	4.119765428	2.274005868	0.390822635
322	2	4.158166337	3.214811003	3.309568337	4.101545512	2.261879384	0.378646072
323	2	4.136283565	3.171769931	3.374090384	4.09320941	2.255571174	0.380647525
324	2	4.085083858	3.082555626	3.357871248	4.071415828	2.299663487	0.393710983
325	2	3.958189814	3.047729637	3.373164039	4.033224772	2.343379213	0.414648748
326	2	3.848998196	3.021231484	3.389384492	4.014357901	2.337436618	0.455328721
327	2	3.707881306	2.920628505	3.377565058	3.996453237	2.312785084	0.489869685
328	2	3.689352763	2.907958332	3.372661872	3.954334017	2.262683307	0.514899656
329	2	3.781709643	2.947847841	3.398549788	3.968389453	2.196157668	0.52087193
330	2	3.869831654	2.97857549	3.364304957	4.02288435	2.155684213	0.527673117
331	2	3.971347902	3.000363673	3.328435744	4.065843962	2.106422774	0.502239004
332	2	4.051480345	3.069283047	3.284514855	4.12008459	2.059204834	0.472176478
333	2	4.054646723	3.090620566	3.222630016	4.187036456	2.023620572	0.435024008
334	2	3.978650753	3.135139029	3.217017231	4.221073182	2.021334066	0.444241654
335	2	3.926389995	3.152841565	3.246801967	4.182332614	1.986008056	0.419839915
336	2	3.847966831	3.173212865	3.253196571	4.125119297	1.991725085	0.438409552
337	2	3.793123331	3.179993197	3.30904507	4.079177379	2.029624199	0.477792885
338	2	3.771022639	3.198789915	3.369123704	4.022276971	2.080926386	0.539572089
339	2	3.73643067	3.165122316	3.397265974	3.927583518	2.135919362	0.537213067
340	2	3.663000586	3.089690767	3.431678944	3.880711773	2.192921437	0.546330608
341	2	3.638494336	3.004355016	3.377342172	3.826874848	2.236057939	0.52505367
342	2	3.704343914	2.98683172	3.28873811	3.737921888	2.245321745	0.483081078
343	2	3.807317345	3.0716853	3.192767625	3.683293901	2.224533355	0.419256938
344	2	4.017341692	3.154215978	3.170577597	3.692670754	2.182653857	0.470894781
345	2	4.244342439	3.311936811	3.161139464	3.700244663	2.14231231	0.543364324
346	2	4.403350945	3.479739127	3.267033965	3.736399163	2.079648138	0.630823026
347	2	4.476165484	3.583381041	3.354242564	3.79689801	2.036102812	0.725986334
348	2	4.577762077	3.574963798	3.44942559	3.79797921	2.017249418	0.810393402
